Lenght,Eccen,P_black,P_and,Wb_trans,Class
9,1.286,0.349,0.889,10,negative
60,8.571,0.286,0.886,80,negative
90,11.25,0.207,0.738,97,negative
42,6,0.262,0.738,43,negative
106,106,0.434,1,45,positive
288,288,0.424,1,120,positive
74,10.571,0.16,0.83,74,negative
263,43.833,0.124,0.66,177,negative
19,3.8,0.211,0.779,15,negative
106,17.667,0.129,0.835,72,negative
346,43.25,0.144,0.581,304,negative
135,22.5,0.21,0.736,124,negative
346,49.429,0.173,0.716,341,negative
135,19.286,0.114,0.528,99,negative
326,54.333,0.213,0.716,323,negative
135,19.286,0.202,0.732,134,negative
340,42.5,0.183,0.736,355,negative
123,17.571,0.139,0.674,95,negative
346,49.429,0.159,0.749,329,negative
343,49,0.213,0.772,352,negative
19,3.167,0.184,0.781,17,negative
91,13,0.179,0.816,92,negative
346,49.429,0.185,0.731,355,negative
346,43.25,0.166,0.66,339,negative
346,49.429,0.167,0.707,339,negative
342,42.75,0.163,0.622,317,negative
63,12.6,0.21,0.914,45,negative
89,17.8,0.169,0.717,66,negative
42,6,0.143,0.714,33,negative
12,2.4,0.2,0.583,6,negative
10,2.5,0.3,0.65,4,negative
19,0.95,0.495,0.713,15,negative
30,1.5,0.433,0.597,19,negative
18,0.9,0.489,0.583,9,negative
16,0.8,0.5,0.572,6,negative
32,1.6,0.43,0.555,13,negative
82,2.929,0.271,0.39,70,negative
45,1.607,0.368,0.54,59,negative
28,1.474,0.588,0.912,24,negative
8,8,1,1,1,positive
95,95,1,1,1,positive
67,67,0.985,1,1,positive
10,10,1,1,1,positive
21,2.625,0.482,0.827,6,negative
32,4,0.402,0.496,3,negative
45,5.625,0.492,0.722,19,negative
28,3.5,0.438,0.496,5,negative
42,6,0.405,0.976,58,negative
22,2.75,0.398,0.79,27,negative
341,20.059,0.935,0.998,149,positive
41,5.125,0.265,0.616,37,negative
4,0.667,0.417,0.5,2,negative
10,1.429,0.3,0.743,6,negative
155,11.071,0.303,0.639,238,negative
10,1,0.56,0.91,14,negative
138,138,1,1,1,positive
180,5.455,0.236,0.611,835,negative
10,1.111,0.344,0.533,8,negative
342,20.118,0.916,0.996,176,positive
67,6.7,0.291,0.588,86,negative
82,8.2,0.3,0.832,120,negative
153,6.12,0.255,0.611,470,negative
11,1,0.537,0.876,13,negative
38,4.222,0.211,0.561,32,negative
126,126,0.992,1,1,positive
33,3.667,0.347,0.929,40,negative
7,0.778,0.349,0.603,6,negative
29,3.222,0.31,0.686,38,negative
155,19.375,0.366,0.964,276,negative
115,9.583,0.256,0.572,203,negative
31,3.1,0.281,0.606,44,negative
36,3.6,0.356,0.672,55,negative
9,1.286,0.444,0.825,9,negative
13,2.167,0.538,0.923,16,negative
342,19,0.847,0.897,120,positive
39,3.25,0.282,0.487,33,negative
28,2.333,0.265,0.592,29,negative
33,2.75,0.391,0.793,38,negative
1,0.143,1,1,1,positive
303,27.545,0.183,0.268,123,negative
5,0.455,0.655,0.727,3,negative
303,27.545,0.151,0.2,67,negative
10,0.909,0.436,0.927,11,negative
11,1,0.455,0.876,13,negative
121,12.1,0.268,0.664,131,negative
25,12.5,0.36,1,4,positive
24,12,0.354,1,5,positive
21,10.5,0.452,1,3,positive
22,11,0.477,1,1,positive
102,7.286,0.356,0.709,172,negative
11,1,0.43,0.802,11,negative
196,196,0.98,1,3,positive
90,8.182,0.385,0.882,158,negative
10,1,0.57,0.91,18,negative
1,0.1,1,1,1,positive
1,0.125,1,1,1,positive
98,7,0.308,0.768,174,negative
12,1.2,0.55,0.875,14,negative
199,99.5,0.485,0.508,6,positive
104,9.455,0.394,0.824,152,negative
84,6,0.261,0.623,133,negative
41,4.1,0.463,0.968,68,negative
137,12.455,0.317,0.652,177,negative
11,1,0.438,0.868,13,negative
159,159,0.994,1,1,positive
64,5.818,0.395,0.558,83,negative
21,2.1,0.457,0.933,33,negative
12,1.091,0.432,0.674,13,negative
199,199,0.99,1,1,positive
57,0.95,0.46,0.831,403,negative
52,1.368,0.452,0.911,256,negative
127,3.342,0.464,0.87,657,negative
96,2.526,0.431,0.836,478,negative
69,1.816,0.476,0.839,292,negative
5,0.139,0.656,0.817,15,negative
1,0.143,1,1,1,positive
231,28.875,0.872,0.882,9,positive
141,10.071,0.278,0.67,240,negative
12,1.091,0.5,0.841,16,negative
187,13.357,0.265,0.477,300,negative
11,1,0.455,0.818,10,negative
70,70,1,1,1,positive
14,14,1,1,1,positive
183,18.3,0.267,0.682,293,negative
151,16.778,0.257,0.941,236,negative
170,17,0.261,0.709,268,negative
156,14.182,0.224,0.71,253,negative
115,11.5,0.24,0.758,187,negative
1,0.143,1,1,1,positive
1,0.111,1,1,1,positive
87,8.7,0.375,0.764,146,negative
11,1.1,0.491,0.845,12,negative
26,3.25,0.293,0.596,30,negative
70,70,0.943,1,3,positive
9,9,1,1,1,positive
125,8.929,0.289,0.734,228,negative
57,6.333,0.285,0.91,105,negative
208,9.455,0.203,0.555,585,negative
47,4.7,0.481,0.991,76,negative
12,1.091,0.492,0.75,15,negative
65,5.909,0.178,0.662,77,negative
45,5,0.306,0.6,74,negative
131,131,0.977,1,2,positive
165,16.5,0.258,0.695,258,negative
168,15.273,0.234,0.723,279,negative
147,13.364,0.32,0.607,235,negative
12,1.091,0.5,0.818,16,negative
119,10.818,0.268,0.678,204,negative
62,31,0.452,0.565,5,positive
147,13.364,0.257,0.761,264,negative
193,17.545,0.243,0.683,325,negative
20,20,0.85,1,2,positive
87,87,0.92,1,5,positive
279,279,0.964,1,7,positive
16,16,1,1,1,positive
524,131,0.542,0.603,28,positive
4,0.571,0.714,0.929,2,negative
95,15.833,0.3,0.911,104,negative
41,5.857,0.213,0.801,45,negative
