Height,Lenght,Eccen,P_black,P_and,Blackand,Wb_trans,Class
12,167,13.917,0.225,0.752,1507,234,negative
5,94,18.8,0.183,0.798,375,53,negative
4,95,23.75,0.311,0.979,372,78,negative
7,61,8.714,0.241,0.794,339,70,negative
6,95,15.833,0.209,0.667,380,73,negative
6,93,15.5,0.238,0.711,397,78,negative
10,288,28.8,0.191,0.564,1624,365,negative
5,93,18.6,0.351,1,465,98,negative
1,18,18,0.389,1,18,2,negative
10,323,32.3,0.198,0.676,2183,465,negative
5,95,19,0.255,0.787,374,70,negative
6,97,16.167,0.232,0.852,496,87,negative
10,293,29.3,0.207,0.596,1746,397,negative
5,96,19.2,0.342,0.738,354,77,negative
6,96,16,0.309,0.925,533,103,negative
6,96,16,0.335,0.703,405,79,negative
6,96,16,0.259,0.74,426,88,negative
17,24,1.412,0.407,0.809,330,34,negative
13,239,18.385,0.239,0.615,1912,343,negative
5,63,12.6,0.368,0.927,292,58,negative
8,298,37.25,0.242,0.791,1886,383,negative
6,96,16,0.319,0.703,405,80,negative
5,96,19.2,0.404,0.817,392,70,negative
7,56,8,0.329,0.791,310,78,negative
5,94,18.8,0.277,0.945,444,80,negative
10,330,33,0.225,0.771,2545,518,negative
6,96,16,0.309,0.644,371,73,negative
6,95,15.833,0.274,0.784,447,79,negative
10,319,31.9,0.239,0.674,2149,458,negative
6,96,16,0.297,0.811,467,76,negative
5,82,16.4,0.361,0.802,329,70,negative
6,96,16,0.351,0.755,435,83,negative
16,24,1.5,0.411,0.872,335,35,negative
9,285,31.667,0.338,0.765,1961,358,negative
6,96,16,0.267,0.939,541,102,negative
6,96,16,0.302,0.795,458,79,negative
136,1,0.007,0.993,1,136,1,positive
9,305,33.889,0.191,0.73,2003,375,negative
6,96,16,0.26,0.856,493,98,negative
5,94,18.8,0.313,0.751,353,77,negative
7,19,2.714,0.286,0.632,84,23,negative
6,95,15.833,0.256,0.768,438,82,negative
9,331,36.778,0.222,0.69,2056,421,negative
6,95,15.833,0.226,0.933,532,89,negative
6,96,16,0.234,0.668,385,67,negative
10,282,28.2,0.191,0.701,1977,378,negative
6,97,16.167,0.235,0.703,409,80,negative
9,183,20.333,0.218,0.6,989,252,negative
6,97,16.167,0.282,0.794,462,89,negative
6,97,16.167,0.266,0.72,419,85,negative
6,93,15.5,0.276,0.962,537,101,negative
6,94,15.667,0.287,0.713,402,66,negative
7,97,13.857,0.211,0.791,537,95,negative
16,24,1.5,0.44,0.948,364,32,negative
12,91,7.583,0.281,0.59,644,125,negative
5,97,19.4,0.334,0.831,403,82,negative
6,97,16.167,0.299,0.701,408,94,negative
13,242,18.615,0.231,0.614,1932,312,negative
4,96,24,0.417,0.753,289,73,negative
6,96,16,0.198,0.668,385,71,negative
7,140,20,0.253,0.886,868,167,negative
6,96,16,0.262,0.842,485,100,negative
10,303,30.3,0.179,0.669,2028,410,negative
5,96,19.2,0.323,0.838,402,87,negative
6,96,16,0.217,0.797,459,86,negative
10,284,28.4,0.202,0.709,2013,402,negative
4,69,17.25,0.377,0.96,265,57,negative
9,80,8.889,0.231,0.694,500,108,negative
5,96,19.2,0.329,0.717,344,74,negative
6,96,16,0.274,0.901,519,100,negative
6,96,16,0.318,0.575,331,61,negative
5,99,19.8,0.303,0.739,366,78,negative
6,96,16,0.293,0.724,417,81,negative
4,96,24,0.479,0.878,337,72,negative
37,1,0.027,1,1,37,1,positive
6,94,15.667,0.326,0.862,486,91,negative
16,92,5.75,0.245,0.522,769,100,negative
6,39,6.5,0.342,0.936,219,39,negative
5,39,7.8,0.395,0.826,161,21,negative
5,39,7.8,0.436,0.656,128,24,negative
160,286,1.788,0.201,0.226,10347,166,positive
91,285,3.132,0.158,0.165,4287,36,positive
64,73,1.141,0.403,0.445,2077,26,positive
63,66,1.048,0.491,0.591,2458,46,positive
65,50,0.769,0.454,0.487,1582,6,positive
63,79,1.254,0.338,0.345,1718,9,positive
32,1,0.031,1,1,32,1,positive
4,108,27,0.778,0.826,357,6,positive
11,32,2.909,0.264,0.5,176,30,negative
9,18,2,0.395,0.759,123,23,negative
9,9,1,0.321,0.395,32,2,negative
11,57,5.182,0.343,0.678,425,73,negative
1,20,20,0.75,1,20,5,positive
11,252,22.909,0.092,0.095,262,4,positive
7,31,4.429,0.382,0.811,176,45,negative
9,38,4.222,0.377,0.731,250,47,negative
430,5,0.012,0.216,0.221,475,10,positive
9,151,16.778,0.185,0.566,769,181,negative
10,88,8.8,0.248,0.49,431,101,negative
9,160,17.778,0.215,0.8,1152,196,negative
7,92,13.143,0.292,0.907,584,122,negative
9,127,14.111,0.213,0.679,776,154,negative
10,1,0.1,0.9,1,10,1,positive
8,75,9.375,0.228,0.662,397,100,negative
7,119,17,0.285,0.872,726,158,negative
7,4,0.571,0.429,0.714,20,5,negative
1,41,41,0.39,1,41,15,negative
1,40,40,0.4,1,40,15,negative
1,42,42,0.405,1,42,16,negative
9,59,6.556,0.237,0.802,426,81,negative
8,1,0.125,1,1,8,1,positive
6,17,2.833,0.245,0.804,82,18,negative
8,120,15,0.25,0.748,718,145,negative
7,59,8.429,0.462,1,413,82,negative
7,125,17.857,0.29,0.735,643,160,negative
9,111,12.333,0.209,0.571,570,133,negative
7,164,23.429,0.281,0.838,962,202,negative
7,8,1.143,0.393,0.75,42,11,negative
1,40,40,0.4,1,40,15,negative
1,35,35,0.429,1,35,14,negative
7,31,4.429,0.336,0.834,181,48,negative
9,211,23.444,0.219,0.707,1343,282,negative
9,93,10.333,0.229,0.734,614,122,negative
8,129,16.125,0.232,0.823,849,164,negative
6,7,1.167,0.333,0.952,40,10,negative
7,12,1.714,0.226,0.607,51,8,negative
9,88,9.778,0.263,0.726,575,131,negative
1,33,33,0.364,1,33,11,negative
1,63,63,0.952,1,63,3,positive
8,48,6,0.396,0.924,355,75,negative
7,38,5.429,0.41,0.91,242,60,negative
7,36,5.143,0.456,0.98,247,56,negative
7,76,10.857,0.301,0.859,457,116,negative
5,2,0.4,0.8,0.8,8,1,negative
7,56,8,0.143,0.401,157,36,negative
7,105,15,0.256,0.705,518,111,negative
7,53,7.571,0.089,0.245,91,22,negative
1,95,95,0.379,1,95,35,negative
9,75,8.333,0.194,0.698,471,90,negative
1,76,76,0.961,1,76,2,positive
8,20,2.5,0.263,0.613,98,21,negative
7,31,4.429,0.415,0.783,170,39,negative
9,98,10.889,0.285,0.645,569,122,negative
9,102,11.333,0.166,0.56,514,96,negative
6,21,3.5,0.238,0.738,93,19,negative
7,12,1.714,0.25,0.524,44,12,negative
8,69,8.625,0.261,0.879,485,98,negative
1,102,102,0.961,1,102,4,positive
8,77,9.625,0.232,0.731,450,97,negative
8,22,2.75,0.438,0.79,139,32,negative
7,62,8.857,0.272,0.963,418,81,negative
6,10,1.667,0.183,0.65,39,6,negative
6,7,1.167,0.333,0.738,31,6,negative
5,20,4,0.17,0.48,48,11,negative
1,91,91,0.352,1,91,31,negative
1,29,29,0.31,1,29,8,negative
7,17,2.429,0.16,0.739,88,11,negative
6,9,1.5,0.296,0.796,43,8,negative
5,56,11.2,0.121,0.471,132,26,negative
4,44,11,0.267,0.778,137,33,negative
5,128,25.6,0.759,0.764,489,3,positive
2,47,23.5,0.17,0.511,48,14,negative
1,22,22,0.318,1,22,6,negative
6,31,5.167,0.199,0.565,105,20,negative
3,8,2.667,0.333,0.875,21,6,negative
1,47,47,0.34,1,47,14,negative
9,44,4.889,0.412,0.795,315,66,negative
6,39,6.5,0.226,0.705,165,32,negative
7,8,1.143,0.214,0.625,35,7,negative
9,32,3.556,0.417,0.715,206,39,negative
6,50,8.333,0.24,0.63,189,41,negative
7,8,1.143,0.304,0.768,43,12,negative
1,77,77,0.325,1,77,24,negative
1,47,47,0.426,1,47,19,negative
1,42,42,0.381,1,42,15,negative
7,59,8.429,0.242,0.685,283,56,negative
6,82,13.667,0.104,0.303,149,39,negative
5,12,2.4,0.2,0.467,28,7,negative
5,58,11.6,0.09,0.259,75,22,negative
9,72,8,0.255,0.494,320,82,negative
1,45,45,0.356,1,45,15,negative
16,90,5.625,0.197,0.77,1109,204,negative
7,2,0.286,0.643,0.714,10,1,positive
5,280,56,0.78,0.786,1100,7,positive
67,296,4.418,0.088,0.285,5649,1134,negative
8,117,14.625,0.201,0.698,653,130,negative
7,46,6.571,0.416,0.776,250,51,negative
8,126,15.75,0.209,0.573,578,146,negative
9,55,6.111,0.275,0.661,327,71,negative
7,158,22.571,0.211,0.552,610,146,negative
7,30,4.286,0.271,0.871,183,43,negative
9,49,5.444,0.252,0.739,326,69,negative
7,118,16.857,0.386,0.869,718,141,negative
6,18,3,0.343,0.926,100,21,negative
6,20,3.333,0.317,0.983,118,25,negative
7,75,10.714,0.263,0.71,373,91,negative
8,17,2.125,0.228,0.86,117,21,negative
16,106,6.625,0.192,0.593,1005,218,negative
7,6,0.857,0.286,0.857,36,7,negative
7,28,4,0.286,0.781,153,36,negative
8,30,3.75,0.242,0.821,197,38,negative
7,70,10,0.265,0.976,478,93,negative
7,31,4.429,0.3,0.88,191,33,negative
8,54,6.75,0.188,0.78,337,53,negative
6,15,2.5,0.244,0.733,66,10,negative
8,180,22.5,0.199,0.724,1043,219,negative
7,34,4.857,0.223,0.916,218,40,negative
7,34,4.857,0.252,1,238,42,negative
7,65,9.286,0.407,0.895,407,85,negative
9,98,10.889,0.185,0.662,584,103,negative
9,138,15.333,0.271,0.609,756,180,negative
6,7,1.167,0.452,1,42,8,negative
6,104,17.333,0.099,0.258,161,31,negative
9,261,29,0.183,0.718,1686,302,negative
9,98,10.889,0.302,0.712,628,131,negative
4,253,63.25,0.129,0.66,668,93,negative
8,80,10,0.197,0.769,492,85,negative
8,180,22.5,0.213,0.794,1143,220,negative
7,65,9.286,0.404,0.925,421,89,negative
10,285,28.5,0.175,0.598,1703,315,negative
23,92,4,0.145,0.532,1126,212,negative
9,222,24.667,0.202,0.711,1421,266,negative
7,28,4,0.306,0.847,166,38,negative
7,26,3.714,0.302,0.863,157,29,negative
8,32,4,0.23,0.613,157,42,negative
9,52,5.778,0.203,0.626,293,69,negative
7,21,3,0.286,0.85,125,31,negative
5,6,1.2,0.233,1,30,5,negative
6,13,2.167,0.295,0.692,54,15,negative
5,19,3.8,0.316,0.916,87,20,negative
5,16,3.2,0.25,0.938,75,10,negative
105,2,0.019,0.529,0.533,112,1,positive
6,85,14.167,0.239,0.725,370,86,negative
5,28,5.6,0.307,0.821,115,31,negative
7,61,8.714,0.321,0.667,285,72,negative
5,2,0.4,0.7,0.7,7,1,positive
7,18,2.571,0.262,0.873,110,17,negative
6,59,9.833,0.237,0.881,312,61,negative
6,45,7.5,0.422,0.881,238,66,negative
7,27,3.857,0.259,0.688,130,34,negative
8,24,3,0.203,0.568,109,23,negative
7,22,3.143,0.097,0.403,62,11,negative
71,34,0.479,0.094,0.273,659,119,negative
5,42,8.4,0.257,0.838,176,37,negative
5,6,1.2,0.4,0.867,26,6,negative
5,15,3,0.093,0.347,26,5,negative
5,11,2.2,0.309,0.836,46,10,negative
7,35,5,0.245,0.804,197,44,negative
7,40,5.714,0.229,0.682,191,51,negative
8,85,10.625,0.238,0.687,467,111,negative
5,27,5.4,0.267,0.622,84,21,negative
6,12,2,0.319,1,72,15,negative
7,15,2.143,0.2,0.571,60,14,negative
7,14,2,0.357,0.939,92,19,negative
8,37,4.625,0.264,0.676,200,42,negative
6,40,6.667,0.221,0.621,149,37,negative
7,39,5.571,0.147,0.48,131,24,negative
8,69,8.625,0.216,0.643,355,83,negative
7,87,12.429,0.365,0.856,521,116,negative
7,40,5.714,0.25,0.832,233,44,negative
9,46,5.111,0.297,0.833,345,74,negative
7,17,2.429,0.319,0.933,111,27,negative
7,96,13.714,0.271,0.688,462,118,negative
7,15,2.143,0.181,0.61,64,7,negative
5,24,4.8,0.342,0.808,97,31,negative
8,39,4.875,0.205,0.712,222,47,negative
6,8,1.333,0.417,1,48,7,negative
8,42,5.25,0.259,0.756,254,50,negative
5,29,5.8,0.276,0.779,113,25,negative
7,28,4,0.27,0.75,147,39,negative
7,10,1.429,0.286,0.771,54,9,negative
5,6,1.2,0.433,1,30,8,negative
5,13,2.6,0.292,0.892,58,13,negative
5,18,3.6,0.322,1,90,20,negative
5,25,5,0.4,0.928,116,33,negative
5,39,7.8,0.338,0.903,176,49,negative
5,7,1.4,0.314,0.857,30,6,negative
7,108,15.429,0.362,0.807,610,130,negative
7,34,4.857,0.273,0.761,181,44,negative
17,110,6.471,0.175,0.603,1128,224,negative
9,132,14.667,0.189,0.588,698,146,negative
11,427,38.818,0.566,0.57,2676,14,positive
5,110,22,0.547,0.556,306,3,positive
11,552,50.182,0.816,0.816,4955,1,positive
36,186,5.167,0.318,0.654,4382,292,negative
6,7,1.167,0.714,0.857,36,1,negative
23,20,0.87,0.507,0.672,309,11,negative
38,227,5.974,0.304,0.648,5593,370,negative
20,39,1.95,0.232,0.585,456,53,negative
22,20,0.909,0.28,0.57,251,23,negative
19,12,0.632,0.303,0.439,100,9,negative
16,112,7,0.305,0.879,1576,201,negative
14,18,1.286,0.298,0.655,165,15,negative
10,119,11.9,0.202,0.842,1002,151,negative
1,283,283,0.993,1,283,2,positive
1,184,184,0.967,1,184,4,positive
1,16,16,0.938,1,16,1,positive
11,60,5.455,0.271,0.85,561,91,negative
11,367,33.364,0.221,0.77,3108,544,negative
9,17,1.889,0.333,0.895,137,24,negative
10,22,2.2,0.323,0.814,179,34,negative
3,550,183.33,0.329,0.375,619,20,positive
14,370,26.429,0.175,0.648,3357,554,negative
14,412,29.429,0.179,0.671,3869,651,negative
12,117,9.75,0.2,0.714,1002,176,negative
13,348,26.769,0.195,0.743,3363,537,negative
13,390,30,0.182,0.735,3727,593,negative
12,302,25.167,0.199,0.795,2880,429,negative
10,227,22.7,0.225,0.97,2202,311,negative
10,17,1.7,0.224,0.729,124,16,negative
10,23,2.3,0.261,0.787,181,34,negative
1,235,235,0.923,1,235,8,positive
1,58,58,0.845,1,58,5,positive
1,12,12,0.667,1,12,2,positive
1,69,69,0.667,1,69,11,positive
1,107,107,0.869,1,107,5,positive
14,440,31.429,0.158,0.626,3857,632,negative
12,311,25.917,0.195,0.781,2914,443,negative
10,18,1.8,0.289,0.744,134,20,negative
11,22,2,0.281,0.669,162,35,negative
3,550,183.33,0.339,0.401,662,37,positive
10,94,9.4,0.286,1,940,151,negative
14,422,30.143,0.18,0.58,3426,624,negative
13,311,23.923,0.216,0.759,3069,537,negative
10,18,1.8,0.294,0.872,157,23,negative
10,23,2.3,0.313,0.891,205,30,negative
3,463,154.33,0.296,0.382,531,30,positive
1,85,85,0.882,1,85,6,positive
14,409,29.214,0.172,0.578,3307,551,negative
13,337,25.923,0.185,0.751,3291,514,negative
13,423,32.538,0.188,0.762,4191,632,negative
9,18,2,0.309,0.901,146,19,negative
11,23,2.091,0.265,0.735,186,32,negative
1,8,8,1,1,8,1,positive
3,544,181.33,0.326,0.406,662,33,positive
11,357,32.455,0.215,0.823,3232,546,negative
13,188,14.462,0.188,0.71,1736,275,negative
13,377,29,0.178,0.746,3655,548,negative
12,274,22.833,0.208,0.817,2687,416,negative
10,20,2,0.29,0.795,159,23,negative
8,22,2.75,0.324,0.909,160,32,negative
2,19,9.5,0.184,0.553,21,2,negative
1,17,17,1,1,17,1,positive
1,206,206,0.99,1,206,1,positive
2,325,162.5,0.485,0.537,349,11,positive
14,348,24.857,0.169,0.676,3293,526,negative
13,218,16.769,0.216,0.737,2090,344,negative
12,207,17.25,0.2,0.699,1736,292,negative
12,245,20.417,0.204,0.797,2342,353,negative
10,20,2,0.275,0.91,182,29,negative
10,23,2.3,0.317,0.891,205,31,negative
1,8,8,1,1,8,1,positive
1,17,17,1,1,17,1,positive
1,277,277,0.993,1,277,2,positive
1,199,199,0.945,1,199,5,positive
13,44,3.385,0.171,0.712,407,61,negative
10,553,55.3,0.797,0.884,4890,207,positive
41,67,1.634,0.441,0.529,1452,36,negative
3,259,86.333,0.96,0.978,760,11,positive
5,5,1,0.72,0.72,18,1,negative
38,342,9,0.275,0.466,6053,275,negative
8,109,13.625,0.271,0.864,753,129,negative
8,65,8.125,0.302,0.908,472,90,negative
8,79,9.875,0.316,0.975,616,111,negative
7,57,8.143,0.321,0.952,380,87,negative
1,34,34,0.471,1,34,15,positive
7,18,2.571,0.167,0.437,55,8,negative
9,137,15.222,0.235,0.693,854,171,negative
9,311,34.556,0.163,0.582,1629,340,negative
6,96,16,0.238,0.778,448,99,negative
7,158,22.571,0.239,0.952,1053,198,negative
9,299,33.222,0.226,0.705,1896,385,negative
9,128,14.222,0.219,0.745,858,175,negative
8,319,39.875,0.174,0.692,1765,353,negative
8,59,7.375,0.186,0.672,317,59,negative
7,41,5.857,0.261,0.885,254,57,negative
118,105,0.89,0.052,0.105,1296,193,positive
2,100,50,0.46,0.505,101,8,positive
9,1,0.111,1,1,9,1,positive
2,52,26,0.231,0.529,55,16,positive
1,161,161,0.41,1,161,65,positive
158,167,1.057,0.16,0.276,7279,511,positive
9,181,20.111,0.217,0.661,1077,213,negative
8,302,37.75,0.211,0.73,1763,356,negative
9,295,32.778,0.2,0.559,1483,354,negative
8,42,5.25,0.271,0.813,273,59,negative
10,263,26.3,0.204,0.589,1550,348,negative
8,309,38.625,0.186,0.644,1593,325,negative
8,108,13.5,0.196,0.686,593,126,negative
7,43,6.143,0.219,0.983,296,52,negative
7,35,5,0.188,0.849,208,38,negative
1,22,22,0.591,1,22,5,negative
6,13,2.167,0.231,0.487,38,6,negative
9,134,14.889,0.216,0.68,820,158,negative
11,48,4.364,0.237,0.39,206,17,positive
9,321,35.667,0.154,0.553,1597,339,negative
8,112,14,0.17,0.786,704,120,negative
7,65,9.286,0.215,0.798,363,71,negative
7,178,25.429,0.242,0.795,990,213,negative
9,268,29.778,0.132,0.534,1288,258,negative
7,75,10.714,0.156,0.758,398,64,negative
9,231,25.667,0.196,0.637,1324,274,negative
5,8,1.6,0.325,0.9,36,8,negative
8,183,22.875,0.185,0.76,1112,190,negative
7,85,12.143,0.192,0.869,517,88,negative
7,70,10,0.371,0.971,476,96,negative
1,71,71,0.521,1,71,16,positive
1,20,20,0.55,1,20,8,positive
1,172,172,0.465,1,172,77,positive
7,92,13.143,0.309,0.896,577,106,negative
7,95,13.571,0.268,0.929,618,114,negative
7,86,12.286,0.281,0.958,577,109,negative
7,9,1.286,0.349,0.889,56,10,negative
7,60,8.571,0.286,0.886,372,80,negative
8,90,11.25,0.207,0.738,531,97,negative
7,42,6,0.262,0.738,217,43,negative
1,106,106,0.434,1,106,45,positive
1,288,288,0.424,1,288,120,positive
7,74,10.571,0.16,0.83,430,74,negative
6,263,43.833,0.124,0.66,1041,177,negative
5,19,3.8,0.211,0.779,74,15,negative
6,106,17.667,0.129,0.835,531,72,negative
8,346,43.25,0.144,0.581,1607,304,negative
6,135,22.5,0.21,0.736,596,124,negative
7,346,49.429,0.173,0.716,1733,341,negative
7,135,19.286,0.114,0.528,499,99,negative
6,326,54.333,0.213,0.716,1400,323,negative
7,135,19.286,0.202,0.732,692,134,negative
8,340,42.5,0.183,0.736,2002,355,negative
7,123,17.571,0.139,0.674,580,95,negative
7,346,49.429,0.159,0.749,1813,329,negative
7,343,49,0.213,0.772,1854,352,negative
6,19,3.167,0.184,0.781,89,17,negative
7,91,13,0.179,0.816,520,92,negative
7,346,49.429,0.185,0.731,1771,355,negative
8,346,43.25,0.166,0.66,1828,339,negative
7,346,49.429,0.167,0.707,1712,339,negative
8,342,42.75,0.163,0.622,1702,317,negative
5,63,12.6,0.21,0.914,288,45,negative
5,89,17.8,0.169,0.717,319,66,negative
7,42,6,0.143,0.714,210,33,negative
5,12,2.4,0.2,0.583,35,6,negative
4,10,2.5,0.3,0.65,26,4,negative
20,19,0.95,0.495,0.713,271,15,negative
20,30,1.5,0.433,0.597,358,19,negative
20,18,0.9,0.489,0.583,210,9,negative
20,16,0.8,0.5,0.572,183,6,negative
20,32,1.6,0.43,0.555,355,13,negative
28,82,2.929,0.271,0.39,895,70,negative
28,45,1.607,0.368,0.54,680,59,negative
19,28,1.474,0.588,0.912,485,24,negative
1,8,8,1,1,8,1,positive
1,95,95,1,1,95,1,positive
1,67,67,0.985,1,67,1,positive
1,10,10,1,1,10,1,positive
8,21,2.625,0.482,0.827,139,6,negative
8,32,4,0.402,0.496,127,3,negative
8,45,5.625,0.492,0.722,260,19,negative
8,28,3.5,0.438,0.496,111,5,negative
7,42,6,0.405,0.976,287,58,negative
8,22,2.75,0.398,0.79,139,27,negative
17,341,20.059,0.935,0.998,5784,149,positive
8,41,5.125,0.265,0.616,202,37,negative
6,4,0.667,0.417,0.5,12,2,negative
7,10,1.429,0.3,0.743,52,6,negative
14,155,11.071,0.303,0.639,1386,238,negative
10,10,1,0.56,0.91,91,14,negative
1,138,138,1,1,138,1,positive
33,180,5.455,0.236,0.611,3627,835,negative
9,10,1.111,0.344,0.533,48,8,negative
17,342,20.118,0.916,0.996,5790,176,positive
10,67,6.7,0.291,0.588,394,86,negative
10,82,8.2,0.3,0.832,682,120,negative
25,153,6.12,0.255,0.611,2338,470,negative
11,11,1,0.537,0.876,106,13,negative
9,38,4.222,0.211,0.561,192,32,negative
1,126,126,0.992,1,126,1,positive
9,33,3.667,0.347,0.929,276,40,negative
9,7,0.778,0.349,0.603,38,6,negative
9,29,3.222,0.31,0.686,179,38,negative
8,155,19.375,0.366,0.964,1195,276,negative
12,115,9.583,0.256,0.572,790,203,negative
10,31,3.1,0.281,0.606,188,44,negative
10,36,3.6,0.356,0.672,242,55,negative
7,9,1.286,0.444,0.825,52,9,negative
6,13,2.167,0.538,0.923,72,16,negative
18,342,19,0.847,0.897,5522,120,positive
12,39,3.25,0.282,0.487,228,33,negative
12,28,2.333,0.265,0.592,199,29,negative
12,33,2.75,0.391,0.793,314,38,negative
7,1,0.143,1,1,7,1,positive
11,303,27.545,0.183,0.268,892,123,negative
11,5,0.455,0.655,0.727,40,3,negative
11,303,27.545,0.151,0.2,666,67,negative
11,10,0.909,0.436,0.927,102,11,negative
11,11,1,0.455,0.876,106,13,negative
10,121,12.1,0.268,0.664,804,131,negative
2,25,12.5,0.36,1,50,4,positive
2,24,12,0.354,1,48,5,positive
2,21,10.5,0.452,1,42,3,positive
2,22,11,0.477,1,44,1,positive
14,102,7.286,0.356,0.709,1013,172,negative
11,11,1,0.43,0.802,97,11,negative
1,196,196,0.98,1,196,3,positive
11,90,8.182,0.385,0.882,873,158,negative
10,10,1,0.57,0.91,91,18,negative
10,1,0.1,1,1,10,1,positive
8,1,0.125,1,1,8,1,positive
14,98,7,0.308,0.768,1054,174,negative
10,12,1.2,0.55,0.875,105,14,negative
2,199,99.5,0.485,0.508,202,6,positive
11,104,9.455,0.394,0.824,943,152,negative
14,84,6,0.261,0.623,733,133,negative
10,41,4.1,0.463,0.968,397,68,negative
11,137,12.455,0.317,0.652,982,177,negative
11,11,1,0.438,0.868,105,13,negative
1,159,159,0.994,1,159,1,positive
11,64,5.818,0.395,0.558,393,83,negative
10,21,2.1,0.457,0.933,196,33,negative
11,12,1.091,0.432,0.674,89,13,negative
1,199,199,0.99,1,199,1,positive
60,57,0.95,0.46,0.831,2843,403,negative
38,52,1.368,0.452,0.911,1801,256,negative
38,127,3.342,0.464,0.87,4199,657,negative
38,96,2.526,0.431,0.836,3051,478,negative
38,69,1.816,0.476,0.839,2201,292,negative
36,5,0.139,0.656,0.817,147,15,negative
7,1,0.143,1,1,7,1,positive
8,231,28.875,0.872,0.882,1630,9,positive
14,141,10.071,0.278,0.67,1323,240,negative
11,12,1.091,0.5,0.841,111,16,negative
14,187,13.357,0.265,0.477,1248,300,negative
11,11,1,0.455,0.818,99,10,negative
1,70,70,1,1,70,1,positive
1,14,14,1,1,14,1,positive
10,183,18.3,0.267,0.682,1248,293,negative
9,151,16.778,0.257,0.941,1279,236,negative
10,170,17,0.261,0.709,1206,268,negative
11,156,14.182,0.224,0.71,1219,253,negative
10,115,11.5,0.24,0.758,872,187,negative
7,1,0.143,1,1,7,1,positive
9,1,0.111,1,1,9,1,positive
10,87,8.7,0.375,0.764,665,146,negative
10,11,1.1,0.491,0.845,93,12,negative
8,26,3.25,0.293,0.596,124,30,negative
1,70,70,0.943,1,70,3,positive
1,9,9,1,1,9,1,positive
14,125,8.929,0.289,0.734,1285,228,negative
9,57,6.333,0.285,0.91,467,105,negative
22,208,9.455,0.203,0.555,2539,585,negative
10,47,4.7,0.481,0.991,466,76,negative
11,12,1.091,0.492,0.75,99,15,negative
11,65,5.909,0.178,0.662,473,77,negative
9,45,5,0.306,0.6,243,74,negative
1,131,131,0.977,1,131,2,positive
10,165,16.5,0.258,0.695,1147,258,negative
