Height,Lenght,Eccen,P_black,P_and,Blackpix,Blackand,Wb_trans,Class
8,95,11.875,0.187,0.645,142,490,106,negative
7,227,32.429,0.217,0.509,345,809,215,negative
7,243,34.714,0.198,0.48,336,817,227,negative
8,242,30.25,0.171,0.409,331,792,228,negative
8,192,24,0.207,0.579,318,889,203,negative
7,98,14,0.207,0.491,142,337,100,negative
17,22,1.294,0.425,0.765,159,286,34,negative
8,152,19,0.27,0.623,328,757,164,negative
17,11,0.647,0.326,0.433,61,81,6,negative
17,11,0.647,0.417,0.647,78,121,8,negative
10,141,14.1,0.236,0.645,333,910,148,negative
6,46,7.667,0.322,0.877,89,242,60,negative
8,229,28.625,0.168,0.484,308,887,196,negative
8,113,14.125,0.21,0.759,190,686,135,negative
5,69,13.8,0.249,0.632,86,218,57,negative
5,34,6.8,0.141,0.594,24,101,19,negative
5,58,11.6,0.2,0.745,58,216,41,negative
5,36,7.2,0.211,0.789,38,142,25,negative
5,46,9.2,0.174,0.804,40,185,28,negative
7,135,19.286,0.156,0.753,147,712,120,negative
5,118,23.6,0.154,0.497,91,293,63,negative
3,5,1.667,0.533,0.8,8,12,2,negative
7,145,20.714,0.207,0.658,210,668,140,negative
7,91,13,0.163,0.535,104,341,71,negative
5,177,35.4,0.226,0.498,200,441,117,negative
17,22,1.294,0.321,0.406,120,152,14,negative
9,150,16.667,0.237,0.579,320,782,183,negative
17,24,1.412,0.4,0.838,163,342,34,negative
8,117,14.625,0.173,0.642,162,601,125,negative
19,130,6.842,0.208,0.65,514,1606,267,negative
7,239,34.143,0.16,0.476,268,797,177,negative
7,110,15.714,0.174,0.447,134,344,107,negative
6,21,3.5,0.198,0.444,25,56,15,positive
6,47,7.833,0.177,0.45,50,127,31,negative
4,25,6.25,0.28,0.71,28,71,21,negative
6,104,17.333,0.234,0.862,146,538,111,negative
4,31,7.75,0.419,0.944,52,117,33,negative
7,192,27.429,0.136,0.385,183,518,135,negative
7,162,23.143,0.096,0.235,109,266,73,negative
8,208,26,0.194,0.491,323,817,196,negative
17,22,1.294,0.409,0.757,153,283,34,negative
10,189,18.9,0.263,0.515,498,973,213,negative
5,92,18.4,0.287,0.604,132,278,96,negative
7,111,15.857,0.254,0.883,197,686,131,negative
18,24,1.333,0.454,0.75,196,324,34,negative
8,231,28.875,0.21,0.543,389,1003,236,negative
18,185,10.278,0.163,0.358,544,1193,228,negative
8,242,30.25,0.232,0.611,450,1183,262,negative
7,48,6.857,0.298,0.613,100,206,60,negative
6,60,10,0.292,0.822,105,296,67,negative
7,211,30.143,0.257,0.653,380,965,223,negative
5,17,3.4,0.376,0.741,32,63,11,negative
197,198,1.005,0.273,0.332,10654,12964,227,positive
7,223,31.857,0.205,0.664,320,1036,229,negative
7,67,9.571,0.258,0.548,121,257,71,negative
23,249,10.826,0.77,0.958,4409,5488,270,negative
17,23,1.353,0.373,0.621,146,243,14,negative
9,169,18.778,0.26,0.619,396,942,217,negative
9,100,11.111,0.247,0.637,222,573,121,negative
6,71,11.833,0.329,0.958,140,408,89,negative
8,210,26.25,0.178,0.483,299,811,208,negative
4,44,11,0.267,0.614,47,108,26,negative
7,97,13.857,0.196,0.461,133,313,79,negative
5,107,21.4,0.247,0.91,132,487,92,negative
17,34,2,0.123,0.156,71,90,4,negative
19,201,10.579,0.238,0.567,909,2164,439,negative
7,213,30.429,0.235,0.746,351,1112,234,negative
6,28,4.667,0.327,0.589,55,99,26,negative
7,98,14,0.254,0.608,174,417,114,negative
7,133,19,0.211,0.559,196,520,112,negative
7,72,10.286,0.236,0.651,119,328,70,negative
79,159,2.013,0.319,0.368,4009,4623,78,negative
77,245,3.182,0.445,0.523,8396,9871,257,negative
74,183,2.473,0.544,0.612,7366,8289,58,negative
3,541,180.33,0.71,0.747,1152,1213,13,positive
9,153,17,0.304,0.848,419,1168,203,negative
10,58,5.8,0.402,0.893,233,518,83,negative
84,1,0.012,1,1,84,84,1,positive
14,192,13.714,0.234,0.589,628,1584,275,negative
16,12,0.75,0.526,0.833,101,160,14,negative
14,284,20.286,0.236,0.698,938,2777,419,negative
9,225,25,0.198,0.741,400,1501,283,negative
10,325,32.5,0.215,0.692,700,2248,463,negative
9,333,37,0.237,0.671,711,2011,452,negative
9,197,21.889,0.274,0.699,485,1240,278,negative
9,58,6.444,0.351,0.669,183,349,80,negative
13,323,24.846,0.256,0.557,1076,2340,449,negative
17,24,1.412,0.36,0.708,147,289,25,negative
7,37,5.286,0.521,0.954,135,247,43,negative
9,184,20.444,0.214,0.798,354,1322,242,negative
9,44,4.889,0.341,0.677,135,268,53,negative
10,330,33,0.207,0.671,684,2215,425,negative
9,33,3.667,0.34,0.677,101,201,40,negative
10,292,29.2,0.203,0.649,594,1896,397,negative
7,50,7.143,0.266,0.74,93,259,64,negative
117,1,0.009,1,1,117,117,1,positive
4,93,23.25,0.312,0.763,116,284,70,negative
6,94,15.667,0.184,0.934,104,527,79,negative
13,284,21.846,0.205,0.553,758,2040,405,negative
6,94,15.667,0.188,0.874,106,493,65,negative
16,24,1.5,0.393,0.935,151,359,32,negative
5,94,18.8,0.234,0.845,110,397,79,negative
12,167,13.917,0.225,0.752,451,1507,234,negative
5,94,18.8,0.183,0.798,86,375,53,negative
4,95,23.75,0.311,0.979,118,372,78,negative
7,61,8.714,0.241,0.794,103,339,70,negative
6,95,15.833,0.209,0.667,119,380,73,negative
6,93,15.5,0.238,0.711,133,397,78,negative
10,288,28.8,0.191,0.564,549,1624,365,negative
5,93,18.6,0.351,1,163,465,98,negative
1,18,18,0.389,1,7,18,2,negative
10,323,32.3,0.198,0.676,641,2183,465,negative
5,95,19,0.255,0.787,121,374,70,negative
6,97,16.167,0.232,0.852,135,496,87,negative
10,293,29.3,0.207,0.596,606,1746,397,negative
5,96,19.2,0.342,0.738,164,354,77,negative
6,96,16,0.309,0.925,178,533,103,negative
6,96,16,0.335,0.703,193,405,79,negative
6,96,16,0.259,0.74,149,426,88,negative
17,24,1.412,0.407,0.809,166,330,34,negative
13,239,18.385,0.239,0.615,742,1912,343,negative
5,63,12.6,0.368,0.927,116,292,58,negative
8,298,37.25,0.242,0.791,576,1886,383,negative
6,96,16,0.319,0.703,184,405,80,negative
5,96,19.2,0.404,0.817,194,392,70,negative
7,56,8,0.329,0.791,129,310,78,negative
5,94,18.8,0.277,0.945,130,444,80,negative
10,330,33,0.225,0.771,744,2545,518,negative
6,96,16,0.309,0.644,178,371,73,negative
6,95,15.833,0.274,0.784,156,447,79,negative
10,319,31.9,0.239,0.674,764,2149,458,negative
6,96,16,0.297,0.811,171,467,76,negative
5,82,16.4,0.361,0.802,148,329,70,negative
6,96,16,0.351,0.755,202,435,83,negative
16,24,1.5,0.411,0.872,158,335,35,negative
9,285,31.667,0.338,0.765,866,1961,358,negative
6,96,16,0.267,0.939,154,541,102,negative
6,96,16,0.302,0.795,174,458,79,negative
136,1,0.007,0.993,1,135,136,1,positive
9,305,33.889,0.191,0.73,525,2003,375,negative
6,96,16,0.26,0.856,150,493,98,negative
5,94,18.8,0.313,0.751,147,353,77,negative
7,19,2.714,0.286,0.632,38,84,23,negative
6,95,15.833,0.256,0.768,146,438,82,negative
9,331,36.778,0.222,0.69,661,2056,421,negative
6,95,15.833,0.226,0.933,129,532,89,negative
6,96,16,0.234,0.668,135,385,67,negative
10,282,28.2,0.191,0.701,540,1977,378,negative
6,97,16.167,0.235,0.703,137,409,80,negative
9,183,20.333,0.218,0.6,359,989,252,negative
6,97,16.167,0.282,0.794,164,462,89,negative
6,97,16.167,0.266,0.72,155,419,85,negative
6,93,15.5,0.276,0.962,154,537,101,negative
6,94,15.667,0.287,0.713,162,402,66,negative
7,97,13.857,0.211,0.791,143,537,95,negative
16,24,1.5,0.44,0.948,169,364,32,negative
12,91,7.583,0.281,0.59,307,644,125,negative
5,97,19.4,0.334,0.831,162,403,82,negative
6,97,16.167,0.299,0.701,174,408,94,negative
13,242,18.615,0.231,0.614,726,1932,312,negative
4,96,24,0.417,0.753,160,289,73,negative
6,96,16,0.198,0.668,114,385,71,negative
7,140,20,0.253,0.886,248,868,167,negative
6,96,16,0.262,0.842,151,485,100,negative
10,303,30.3,0.179,0.669,543,2028,410,negative
5,96,19.2,0.323,0.838,155,402,87,negative
6,96,16,0.217,0.797,125,459,86,negative
10,284,28.4,0.202,0.709,575,2013,402,negative
4,69,17.25,0.377,0.96,104,265,57,negative
9,80,8.889,0.231,0.694,166,500,108,negative
5,96,19.2,0.329,0.717,158,344,74,negative
6,96,16,0.274,0.901,158,519,100,negative
6,96,16,0.318,0.575,183,331,61,negative
5,99,19.8,0.303,0.739,150,366,78,negative
6,96,16,0.293,0.724,169,417,81,negative
4,96,24,0.479,0.878,184,337,72,negative
37,1,0.027,1,1,37,37,1,positive
6,94,15.667,0.326,0.862,184,486,91,negative
16,92,5.75,0.245,0.522,361,769,100,negative
6,39,6.5,0.342,0.936,80,219,39,negative
5,39,7.8,0.395,0.826,77,161,21,negative
5,39,7.8,0.436,0.656,85,128,24,negative
160,286,1.788,0.201,0.226,9199,10347,166,positive
91,285,3.132,0.158,0.165,4100,4287,36,positive
64,73,1.141,0.403,0.445,1882,2077,26,positive
63,66,1.048,0.491,0.591,2041,2458,46,positive
65,50,0.769,0.454,0.487,1475,1582,6,positive
63,79,1.254,0.338,0.345,1681,1718,9,positive
32,1,0.031,1,1,32,32,1,positive
4,108,27,0.778,0.826,336,357,6,positive
11,32,2.909,0.264,0.5,93,176,30,negative
9,18,2,0.395,0.759,64,123,23,negative
9,9,1,0.321,0.395,26,32,2,negative
11,57,5.182,0.343,0.678,215,425,73,negative
1,20,20,0.75,1,15,20,5,positive
11,252,22.909,0.092,0.095,255,262,4,positive
7,31,4.429,0.382,0.811,83,176,45,negative
9,38,4.222,0.377,0.731,129,250,47,negative
430,5,0.012,0.216,0.221,465,475,10,positive
9,151,16.778,0.185,0.566,251,769,181,negative
10,88,8.8,0.248,0.49,218,431,101,negative
9,160,17.778,0.215,0.8,310,1152,196,negative
7,92,13.143,0.292,0.907,188,584,122,negative
9,127,14.111,0.213,0.679,243,776,154,negative
10,1,0.1,0.9,1,9,10,1,positive
8,75,9.375,0.228,0.662,137,397,100,negative
7,119,17,0.285,0.872,237,726,158,negative
7,4,0.571,0.429,0.714,12,20,5,negative
1,41,41,0.39,1,16,41,15,negative
1,40,40,0.4,1,16,40,15,negative
1,42,42,0.405,1,17,42,16,negative
9,59,6.556,0.237,0.802,126,426,81,negative
8,1,0.125,1,1,8,8,1,positive
6,17,2.833,0.245,0.804,25,82,18,negative
8,120,15,0.25,0.748,240,718,145,negative
7,59,8.429,0.462,1,191,413,82,negative
7,125,17.857,0.29,0.735,254,643,160,negative
9,111,12.333,0.209,0.571,209,570,133,negative
7,164,23.429,0.281,0.838,323,962,202,negative
7,8,1.143,0.393,0.75,22,42,11,negative
1,40,40,0.4,1,16,40,15,negative
1,35,35,0.429,1,15,35,14,negative
7,31,4.429,0.336,0.834,73,181,48,negative
9,211,23.444,0.219,0.707,416,1343,282,negative
9,93,10.333,0.229,0.734,192,614,122,negative
8,129,16.125,0.232,0.823,239,849,164,negative
6,7,1.167,0.333,0.952,14,40,10,negative
7,12,1.714,0.226,0.607,19,51,8,negative
9,88,9.778,0.263,0.726,208,575,131,negative
1,33,33,0.364,1,12,33,11,negative
1,63,63,0.952,1,60,63,3,positive
8,48,6,0.396,0.924,152,355,75,negative
7,38,5.429,0.41,0.91,109,242,60,negative
7,36,5.143,0.456,0.98,115,247,56,negative
7,76,10.857,0.301,0.859,160,457,116,negative
5,2,0.4,0.8,0.8,8,8,1,negative
7,56,8,0.143,0.401,56,157,36,negative
7,105,15,0.256,0.705,188,518,111,negative
7,53,7.571,0.089,0.245,33,91,22,negative
1,95,95,0.379,1,36,95,35,negative
9,75,8.333,0.194,0.698,131,471,90,negative
1,76,76,0.961,1,73,76,2,positive
8,20,2.5,0.263,0.613,42,98,21,negative
7,31,4.429,0.415,0.783,90,170,39,negative
9,98,10.889,0.285,0.645,251,569,122,negative
9,102,11.333,0.166,0.56,152,514,96,negative
6,21,3.5,0.238,0.738,30,93,19,negative
7,12,1.714,0.25,0.524,21,44,12,negative
8,69,8.625,0.261,0.879,144,485,98,negative
1,102,102,0.961,1,98,102,4,positive
8,77,9.625,0.232,0.731,143,450,97,negative
8,22,2.75,0.438,0.79,77,139,32,negative
7,62,8.857,0.272,0.963,118,418,81,negative
6,10,1.667,0.183,0.65,11,39,6,negative
6,7,1.167,0.333,0.738,14,31,6,negative
5,20,4,0.17,0.48,17,48,11,negative
1,91,91,0.352,1,32,91,31,negative
1,29,29,0.31,1,9,29,8,negative
7,17,2.429,0.16,0.739,19,88,11,negative
6,9,1.5,0.296,0.796,16,43,8,negative
5,56,11.2,0.121,0.471,34,132,26,negative
4,44,11,0.267,0.778,47,137,33,negative
5,128,25.6,0.759,0.764,486,489,3,positive
2,47,23.5,0.17,0.511,16,48,14,negative
1,22,22,0.318,1,7,22,6,negative
6,31,5.167,0.199,0.565,37,105,20,negative
3,8,2.667,0.333,0.875,8,21,6,negative
1,47,47,0.34,1,16,47,14,negative
9,44,4.889,0.412,0.795,163,315,66,negative
6,39,6.5,0.226,0.705,53,165,32,negative
7,8,1.143,0.214,0.625,12,35,7,negative
9,32,3.556,0.417,0.715,120,206,39,negative
6,50,8.333,0.24,0.63,72,189,41,negative
7,8,1.143,0.304,0.768,17,43,12,negative
1,77,77,0.325,1,25,77,24,negative
1,47,47,0.426,1,20,47,19,negative
1,42,42,0.381,1,16,42,15,negative
7,59,8.429,0.242,0.685,100,283,56,negative
6,82,13.667,0.104,0.303,51,149,39,negative
5,12,2.4,0.2,0.467,12,28,7,negative
5,58,11.6,0.09,0.259,26,75,22,negative
9,72,8,0.255,0.494,165,320,82,negative
1,45,45,0.356,1,16,45,15,negative
16,90,5.625,0.197,0.77,283,1109,204,negative
7,2,0.286,0.643,0.714,9,10,1,positive
5,280,56,0.78,0.786,1092,1100,7,positive
67,296,4.418,0.088,0.285,1748,5649,1134,negative
8,117,14.625,0.201,0.698,188,653,130,negative
7,46,6.571,0.416,0.776,134,250,51,negative
8,126,15.75,0.209,0.573,211,578,146,negative
9,55,6.111,0.275,0.661,136,327,71,negative
7,158,22.571,0.211,0.552,233,610,146,negative
7,30,4.286,0.271,0.871,57,183,43,negative
9,49,5.444,0.252,0.739,111,326,69,negative
7,118,16.857,0.386,0.869,319,718,141,negative
6,18,3,0.343,0.926,37,100,21,negative
6,20,3.333,0.317,0.983,38,118,25,negative
7,75,10.714,0.263,0.71,138,373,91,negative
8,17,2.125,0.228,0.86,31,117,21,negative
16,106,6.625,0.192,0.593,325,1005,218,negative
7,6,0.857,0.286,0.857,12,36,7,negative
7,28,4,0.286,0.781,56,153,36,negative
8,30,3.75,0.242,0.821,58,197,38,negative
7,70,10,0.265,0.976,130,478,93,negative
7,31,4.429,0.3,0.88,65,191,33,negative
8,54,6.75,0.188,0.78,81,337,53,negative
6,15,2.5,0.244,0.733,22,66,10,negative
8,180,22.5,0.199,0.724,286,1043,219,negative
7,34,4.857,0.223,0.916,53,218,40,negative
7,34,4.857,0.252,1,60,238,42,negative
7,65,9.286,0.407,0.895,185,407,85,negative
9,98,10.889,0.185,0.662,163,584,103,negative
9,138,15.333,0.271,0.609,336,756,180,negative
6,7,1.167,0.452,1,19,42,8,negative
6,104,17.333,0.099,0.258,62,161,31,negative
9,261,29,0.183,0.718,430,1686,302,negative
9,98,10.889,0.302,0.712,266,628,131,negative
4,253,63.25,0.129,0.66,131,668,93,negative
8,80,10,0.197,0.769,126,492,85,negative
8,180,22.5,0.213,0.794,306,1143,220,negative
7,65,9.286,0.404,0.925,184,421,89,negative
10,285,28.5,0.175,0.598,499,1703,315,negative
23,92,4,0.145,0.532,306,1126,212,negative
9,222,24.667,0.202,0.711,403,1421,266,negative
7,28,4,0.306,0.847,60,166,38,negative
7,26,3.714,0.302,0.863,55,157,29,negative
8,32,4,0.23,0.613,59,157,42,negative
9,52,5.778,0.203,0.626,95,293,69,negative
7,21,3,0.286,0.85,42,125,31,negative
5,6,1.2,0.233,1,7,30,5,negative
6,13,2.167,0.295,0.692,23,54,15,negative
5,19,3.8,0.316,0.916,30,87,20,negative
5,16,3.2,0.25,0.938,20,75,10,negative
105,2,0.019,0.529,0.533,111,112,1,positive
6,85,14.167,0.239,0.725,122,370,86,negative
5,28,5.6,0.307,0.821,43,115,31,negative
7,61,8.714,0.321,0.667,137,285,72,negative
5,2,0.4,0.7,0.7,7,7,1,positive
7,18,2.571,0.262,0.873,33,110,17,negative
6,59,9.833,0.237,0.881,84,312,61,negative
6,45,7.5,0.422,0.881,114,238,66,negative
7,27,3.857,0.259,0.688,49,130,34,negative
8,24,3,0.203,0.568,39,109,23,negative
7,22,3.143,0.097,0.403,15,62,11,negative
71,34,0.479,0.094,0.273,227,659,119,negative
5,42,8.4,0.257,0.838,54,176,37,negative
5,6,1.2,0.4,0.867,12,26,6,negative
5,15,3,0.093,0.347,7,26,5,negative
5,11,2.2,0.309,0.836,17,46,10,negative
7,35,5,0.245,0.804,60,197,44,negative
7,40,5.714,0.229,0.682,64,191,51,negative
8,85,10.625,0.238,0.687,162,467,111,negative
5,27,5.4,0.267,0.622,36,84,21,negative
6,12,2,0.319,1,23,72,15,negative
7,15,2.143,0.2,0.571,21,60,14,negative
7,14,2,0.357,0.939,35,92,19,negative
8,37,4.625,0.264,0.676,78,200,42,negative
6,40,6.667,0.221,0.621,53,149,37,negative
7,39,5.571,0.147,0.48,40,131,24,negative
8,69,8.625,0.216,0.643,119,355,83,negative
7,87,12.429,0.365,0.856,222,521,116,negative
7,40,5.714,0.25,0.832,70,233,44,negative
9,46,5.111,0.297,0.833,123,345,74,negative
7,17,2.429,0.319,0.933,38,111,27,negative
7,96,13.714,0.271,0.688,182,462,118,negative
7,15,2.143,0.181,0.61,19,64,7,negative
5,24,4.8,0.342,0.808,41,97,31,negative
8,39,4.875,0.205,0.712,64,222,47,negative
6,8,1.333,0.417,1,20,48,7,negative
8,42,5.25,0.259,0.756,87,254,50,negative
5,29,5.8,0.276,0.779,40,113,25,negative
7,28,4,0.27,0.75,53,147,39,negative
7,10,1.429,0.286,0.771,20,54,9,negative
5,6,1.2,0.433,1,13,30,8,negative
5,13,2.6,0.292,0.892,19,58,13,negative
5,18,3.6,0.322,1,29,90,20,negative
5,25,5,0.4,0.928,50,116,33,negative
5,39,7.8,0.338,0.903,66,176,49,negative
5,7,1.4,0.314,0.857,11,30,6,negative
7,108,15.429,0.362,0.807,274,610,130,negative
7,34,4.857,0.273,0.761,65,181,44,negative
17,110,6.471,0.175,0.603,328,1128,224,negative
9,132,14.667,0.189,0.588,225,698,146,negative
11,427,38.818,0.566,0.57,2657,2676,14,positive
5,110,22,0.547,0.556,301,306,3,positive
11,552,50.182,0.816,0.816,4955,4955,1,positive
36,186,5.167,0.318,0.654,2126,4382,292,negative
6,7,1.167,0.714,0.857,30,36,1,negative
23,20,0.87,0.507,0.672,233,309,11,negative
38,227,5.974,0.304,0.648,2623,5593,370,negative
20,39,1.95,0.232,0.585,181,456,53,negative
22,20,0.909,0.28,0.57,123,251,23,negative
19,12,0.632,0.303,0.439,69,100,9,negative
16,112,7,0.305,0.879,546,1576,201,negative
14,18,1.286,0.298,0.655,75,165,15,negative
10,119,11.9,0.202,0.842,240,1002,151,negative
1,283,283,0.993,1,281,283,2,positive
1,184,184,0.967,1,178,184,4,positive
1,16,16,0.938,1,15,16,1,positive
11,60,5.455,0.271,0.85,179,561,91,negative
11,367,33.364,0.221,0.77,891,3108,544,negative
9,17,1.889,0.333,0.895,51,137,24,negative
10,22,2.2,0.323,0.814,71,179,34,negative
3,550,183.33,0.329,0.375,543,619,20,positive
14,370,26.429,0.175,0.648,907,3357,554,negative
14,412,29.429,0.179,0.671,1032,3869,651,negative
12,117,9.75,0.2,0.714,281,1002,176,negative
13,348,26.769,0.195,0.743,881,3363,537,negative
13,390,30,0.182,0.735,924,3727,593,negative
12,302,25.167,0.199,0.795,721,2880,429,negative
10,227,22.7,0.225,0.97,510,2202,311,negative
10,17,1.7,0.224,0.729,38,124,16,negative
10,23,2.3,0.261,0.787,60,181,34,negative
1,235,235,0.923,1,217,235,8,positive
1,58,58,0.845,1,49,58,5,positive
1,12,12,0.667,1,8,12,2,positive
1,69,69,0.667,1,46,69,11,positive
1,107,107,0.869,1,93,107,5,positive
14,440,31.429,0.158,0.626,975,3857,632,negative
12,311,25.917,0.195,0.781,727,2914,443,negative
10,18,1.8,0.289,0.744,52,134,20,negative
11,22,2,0.281,0.669,68,162,35,negative
3,550,183.33,0.339,0.401,559,662,37,positive
10,94,9.4,0.286,1,269,940,151,negative
14,422,30.143,0.18,0.58,1062,3426,624,negative
13,311,23.923,0.216,0.759,873,3069,537,negative
10,18,1.8,0.294,0.872,53,157,23,negative
10,23,2.3,0.313,0.891,72,205,30,negative
3,463,154.33,0.296,0.382,411,531,30,positive
1,85,85,0.882,1,75,85,6,positive
14,409,29.214,0.172,0.578,984,3307,551,negative
13,337,25.923,0.185,0.751,811,3291,514,negative
13,423,32.538,0.188,0.762,1034,4191,632,negative
9,18,2,0.309,0.901,50,146,19,negative
11,23,2.091,0.265,0.735,67,186,32,negative
1,8,8,1,1,8,8,1,positive
3,544,181.33,0.326,0.406,532,662,33,positive
11,357,32.455,0.215,0.823,845,3232,546,negative
13,188,14.462,0.188,0.71,460,1736,275,negative
13,377,29,0.178,0.746,872,3655,548,negative
12,274,22.833,0.208,0.817,685,2687,416,negative
10,20,2,0.29,0.795,58,159,23,negative
8,22,2.75,0.324,0.909,57,160,32,negative
2,19,9.5,0.184,0.553,7,21,2,negative
1,17,17,1,1,17,17,1,positive
1,206,206,0.99,1,204,206,1,positive
2,325,162.5,0.485,0.537,315,349,11,positive
14,348,24.857,0.169,0.676,822,3293,526,negative
13,218,16.769,0.216,0.737,612,2090,344,negative
12,207,17.25,0.2,0.699,496,1736,292,negative
12,245,20.417,0.204,0.797,599,2342,353,negative
10,20,2,0.275,0.91,55,182,29,negative
10,23,2.3,0.317,0.891,73,205,31,negative
1,8,8,1,1,8,8,1,positive
1,17,17,1,1,17,17,1,positive
1,277,277,0.993,1,275,277,2,positive
1,199,199,0.945,1,188,199,5,positive
13,44,3.385,0.171,0.712,98,407,61,negative
10,553,55.3,0.797,0.884,4409,4890,207,positive
41,67,1.634,0.441,0.529,1212,1452,36,negative
3,259,86.333,0.96,0.978,746,760,11,positive
5,5,1,0.72,0.72,18,18,1,negative
38,342,9,0.275,0.466,3573,6053,275,negative
8,109,13.625,0.271,0.864,236,753,129,negative
8,65,8.125,0.302,0.908,157,472,90,negative
8,79,9.875,0.316,0.975,200,616,111,negative
7,57,8.143,0.321,0.952,128,380,87,negative
1,34,34,0.471,1,16,34,15,positive
7,18,2.571,0.167,0.437,21,55,8,negative
9,137,15.222,0.235,0.693,290,854,171,negative
9,311,34.556,0.163,0.582,456,1629,340,negative
6,96,16,0.238,0.778,137,448,99,negative
7,158,22.571,0.239,0.952,264,1053,198,negative
9,299,33.222,0.226,0.705,607,1896,385,negative
9,128,14.222,0.219,0.745,252,858,175,negative
8,319,39.875,0.174,0.692,445,1765,353,negative
8,59,7.375,0.186,0.672,88,317,59,negative
7,41,5.857,0.261,0.885,75,254,57,negative
118,105,0.89,0.052,0.105,642,1296,193,positive
2,100,50,0.46,0.505,92,101,8,positive
9,1,0.111,1,1,9,9,1,positive
2,52,26,0.231,0.529,24,55,16,positive
1,161,161,0.41,1,66,161,65,positive
158,167,1.057,0.16,0.276,4213,7279,511,positive
9,181,20.111,0.217,0.661,354,1077,213,negative
8,302,37.75,0.211,0.73,510,1763,356,negative
9,295,32.778,0.2,0.559,531,1483,354,negative
8,42,5.25,0.271,0.813,91,273,59,negative
10,263,26.3,0.204,0.589,537,1550,348,negative
8,309,38.625,0.186,0.644,459,1593,325,negative
8,108,13.5,0.196,0.686,169,593,126,negative
7,43,6.143,0.219,0.983,66,296,52,negative
7,35,5,0.188,0.849,46,208,38,negative
1,22,22,0.591,1,13,22,5,negative
6,13,2.167,0.231,0.487,18,38,6,negative
9,134,14.889,0.216,0.68,260,820,158,negative
11,48,4.364,0.237,0.39,125,206,17,positive
9,321,35.667,0.154,0.553,446,1597,339,negative
8,112,14,0.17,0.786,152,704,120,negative
7,65,9.286,0.215,0.798,98,363,71,negative
