Sex,Length,Diameter,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
M,0.625,0.48,1.1415,0.5795,0.2145,0.29,negative
F,0.625,0.475,1.3335,0.605,0.2875,0.319,negative
F,0.625,0.5,1.273,0.564,0.302,0.374,negative
M,0.625,0.49,1.1835,0.517,0.2375,0.39,negative
M,0.625,0.485,1.2135,0.631,0.2235,0.302,negative
I,0.63,0.465,1.0315,0.4265,0.24,0.325,negative
M,0.635,0.495,1.3695,0.657,0.3055,0.365,negative
M,0.65,0.515,1.3745,0.75,0.1805,0.369,negative
M,0.65,0.515,1.463,0.658,0.3135,0.4115,negative
F,0.65,0.52,1.6275,0.689,0.3905,0.432,negative
F,0.65,0.475,1.3875,0.58,0.3485,0.3095,negative
M,0.655,0.525,1.46,0.686,0.311,0.405,negative
F,0.655,0.53,1.2835,0.583,0.1255,0.4,negative
F,0.66,0.5,1.3765,0.6485,0.288,0.335,negative
M,0.66,0.515,1.6465,0.749,0.422,0.401,negative
M,0.675,0.515,1.265,0.6025,0.299,0.325,negative
M,0.685,0.53,1.56,0.647,0.383,0.465,negative
M,0.715,0.52,1.6,0.708,0.3525,0.445,negative
M,0.735,0.555,2.333,1.2395,0.3645,0.6195,negative
I,0.175,0.125,0.028,0.0095,0.008,0.009,negative
I,0.37,0.285,0.226,0.1135,0.0515,0.0675,negative
I,0.42,0.325,0.325,0.1245,0.0755,0.1025,negative
I,0.455,0.37,0.514,0.2385,0.1235,0.126,negative
I,0.395,0.3,0.2855,0.1385,0.0625,0.077,negative
I,0.495,0.375,0.5755,0.31,0.1145,0.1395,negative
M,0.545,0.43,0.8035,0.409,0.144,0.228,negative
F,0.51,0.375,0.5805,0.2865,0.118,0.148,negative
M,0.515,0.39,0.678,0.341,0.1325,0.119,negative
F,0.555,0.405,0.913,0.4585,0.196,0.2065,negative
M,0.58,0.45,0.8675,0.3935,0.221,0.215,negative
F,0.59,0.465,1.0425,0.4635,0.24,0.27,negative
M,0.6,0.46,1.14,0.423,0.2575,0.365,negative
F,0.61,0.49,1.3475,0.7045,0.25,0.3045,negative
M,0.615,0.475,1.4335,0.7315,0.305,0.3285,negative
M,0.615,0.475,1.0735,0.4375,0.2585,0.31,negative
M,0.615,0.495,1.304,0.5795,0.3115,0.371,negative
M,0.62,0.46,0.9505,0.4915,0.2,0.228,negative
M,0.63,0.515,1.385,0.6355,0.2955,0.38,negative
F,0.64,0.5,1.12,0.4955,0.2645,0.32,negative
F,0.64,0.5,1.2645,0.565,0.3375,0.315,negative
F,0.655,0.455,1.275,0.583,0.303,0.333,negative
M,0.655,0.505,1.27,0.6035,0.262,0.335,negative
M,0.66,0.53,1.583,0.7395,0.3505,0.405,negative
F,0.665,0.5,1.4355,0.643,0.345,0.37,negative
F,0.67,0.525,1.42,0.573,0.368,0.3905,negative
M,0.69,0.53,1.5955,0.678,0.331,0.48,negative
M,0.715,0.525,1.89,0.95,0.436,0.4305,negative
F,0.735,0.565,2.037,0.87,0.5145,0.5675,negative
I,0.27,0.205,0.084,0.03,0.0185,0.029,negative
I,0.285,0.225,0.1005,0.0425,0.0185,0.035,negative
I,0.295,0.22,0.1285,0.0585,0.027,0.0365,negative
I,0.3,0.225,0.1345,0.057,0.028,0.044,negative
I,0.3,0.22,0.1195,0.052,0.0155,0.035,negative
I,0.36,0.265,0.1895,0.0725,0.0515,0.055,negative
I,0.37,0.275,0.257,0.1015,0.055,0.0825,negative
I,0.39,0.29,0.2745,0.135,0.0455,0.078,negative
I,0.435,0.325,0.342,0.1335,0.0835,0.105,negative
I,0.44,0.34,0.344,0.123,0.081,0.125,negative
I,0.44,0.32,0.3275,0.1495,0.059,0.1,negative
I,0.445,0.345,0.4035,0.169,0.0825,0.13,negative
I,0.465,0.37,0.4075,0.1515,0.0935,0.1455,negative
I,0.465,0.355,0.4975,0.2375,0.099,0.14,negative
I,0.47,0.345,0.3685,0.1525,0.0615,0.125,negative
I,0.475,0.365,0.4175,0.1645,0.099,0.127,negative
I,0.475,0.335,0.4425,0.1895,0.086,0.135,negative
I,0.475,0.35,0.4225,0.1905,0.079,0.1355,negative
I,0.485,0.365,0.426,0.163,0.0965,0.151,negative
I,0.515,0.405,0.573,0.213,0.134,0.195,negative
I,0.49,0.39,0.511,0.2205,0.103,0.1745,negative
I,0.52,0.415,0.6385,0.2945,0.1405,0.171,negative
I,0.525,0.405,0.657,0.2985,0.1505,0.168,negative
I,0.53,0.425,0.781,0.3905,0.2005,0.215,negative
F,0.525,0.425,0.8735,0.4205,0.182,0.2225,negative
I,0.53,0.42,0.6765,0.256,0.1855,0.208,negative
M,0.53,0.41,0.769,0.346,0.173,0.215,negative
M,0.535,0.405,0.7315,0.336,0.156,0.19,negative
I,0.53,0.395,0.6235,0.2975,0.108,0.195,negative
I,0.535,0.45,0.8075,0.3655,0.148,0.2595,negative
M,0.545,0.41,0.737,0.349,0.15,0.212,negative
F,0.545,0.41,0.654,0.2945,0.1315,0.205,negative
I,0.55,0.415,0.7915,0.3535,0.176,0.236,negative
I,0.55,0.45,0.753,0.3445,0.1325,0.24,negative
I,0.55,0.4,0.717,0.3315,0.1495,0.221,negative
I,0.555,0.43,0.783,0.345,0.1755,0.247,negative
I,0.575,0.45,0.872,0.4675,0.18,0.217,negative
I,0.575,0.44,0.983,0.486,0.215,0.239,negative
F,0.585,0.42,1.034,0.437,0.2225,0.32,negative
F,0.585,0.465,0.9855,0.4325,0.2145,0.2845,negative
I,0.585,0.46,0.7635,0.326,0.153,0.265,negative
M,0.59,0.465,0.9895,0.4235,0.199,0.28,negative
I,0.595,0.47,0.9365,0.434,0.184,0.287,negative
F,0.595,0.44,0.964,0.5005,0.1715,0.2575,negative
F,0.595,0.46,1.0455,0.4565,0.24,0.3085,negative
F,0.595,0.45,1.081,0.49,0.2525,0.279,negative
M,0.6,0.47,1.012,0.441,0.2015,0.305,negative
F,0.6,0.5,1.122,0.5095,0.256,0.309,negative
M,0.605,0.49,1.1245,0.492,0.222,0.3555,negative
M,0.61,0.45,1.0805,0.517,0.2495,0.2935,negative
F,0.605,0.49,1.1345,0.4305,0.2525,0.35,negative
F,0.61,0.495,1.0835,0.4525,0.273,0.317,negative
M,0.615,0.47,1.242,0.5675,0.287,0.317,negative
M,0.62,0.5,1.3915,0.726,0.2795,0.332,negative
M,0.62,0.525,1.085,0.454,0.1965,0.35,negative
I,0.62,0.47,0.966,0.447,0.171,0.284,negative
M,0.62,0.48,1.0855,0.481,0.2575,0.305,negative
F,0.625,0.485,1.3025,0.61,0.2675,0.3605,negative
I,0.625,0.485,1.15,0.5255,0.257,0.3315,negative
I,0.63,0.49,1.217,0.5515,0.212,0.31,negative
F,0.63,0.505,1.306,0.516,0.3305,0.375,negative
M,0.64,0.5,1.273,0.5065,0.2925,0.405,negative
M,0.645,0.51,1.4865,0.6445,0.296,0.425,negative
M,0.65,0.52,1.3655,0.6155,0.2885,0.36,negative
M,0.65,0.495,1.276,0.6215,0.2305,0.399,negative
M,0.65,0.495,1.2075,0.55,0.2695,0.32,negative
F,0.65,0.52,1.281,0.5985,0.246,0.3825,negative
M,0.65,0.525,1.4275,0.69,0.306,0.4355,negative
M,0.65,0.51,1.155,0.4955,0.2025,0.385,negative
F,0.65,0.51,1.35,0.575,0.3155,0.3885,negative
M,0.65,0.525,1.3685,0.5975,0.296,0.4,negative
F,0.66,0.53,1.431,0.622,0.309,0.398,negative
M,0.66,0.51,1.261,0.5,0.2335,0.339,negative
F,0.665,0.54,1.764,0.8505,0.3615,0.47,negative
F,0.67,0.51,1.278,0.5605,0.3045,0.358,negative
M,0.67,0.54,1.217,0.532,0.2735,0.3315,negative
F,0.67,0.54,1.46,0.6435,0.328,0.4165,negative
F,0.675,0.535,1.5575,0.7035,0.402,0.4,negative
M,0.675,0.51,1.527,0.809,0.318,0.341,negative
F,0.675,0.53,1.4985,0.62,0.375,0.425,negative
M,0.685,0.55,1.885,0.89,0.41,0.4895,negative
M,0.685,0.535,1.432,0.637,0.247,0.46,negative
M,0.705,0.55,1.4385,0.655,0.3255,0.462,negative
F,0.705,0.53,1.564,0.612,0.394,0.44,negative
M,0.71,0.555,2.14,1.2455,0.3725,0.434,negative
F,0.725,0.56,1.792,0.873,0.367,0.435,negative
M,0.78,0.6,2.548,1.1945,0.5745,0.6745,negative
I,0.235,0.13,0.1585,0.0685,0.037,0.0465,negative
I,0.35,0.25,0.4015,0.1725,0.063,0.1255,negative
I,0.36,0.25,0.465,0.21,0.1055,0.128,negative
I,0.38,0.28,0.2885,0.165,0.0435,0.067,negative
F,0.38,0.32,0.6475,0.323,0.1325,0.164,negative
I,0.465,0.36,0.452,0.22,0.159,0.1035,negative
M,0.43,0.31,0.6485,0.2735,0.163,0.184,negative
I,0.47,0.355,0.4915,0.1765,0.1125,0.1325,negative
F,0.485,0.365,0.9145,0.4145,0.199,0.273,negative
M,0.495,0.375,0.976,0.45,0.2285,0.2475,negative
I,0.5,0.395,0.7865,0.332,0.1815,0.2455,negative
M,0.505,0.4,0.775,0.3445,0.157,0.185,negative
I,0.51,0.375,0.8415,0.3845,0.156,0.255,negative
M,0.51,0.38,0.681,0.3435,0.142,0.17,negative
M,0.515,0.37,0.6145,0.3415,0.155,0.146,negative
F,0.55,0.415,1.1655,0.502,0.301,0.311,negative
F,0.575,0.42,1.764,0.914,0.377,0.4095,negative
M,0.605,0.455,1.1215,0.533,0.273,0.271,negative
M,0.615,0.475,1.0375,0.476,0.2325,0.283,negative
M,0.615,0.505,1.167,0.4895,0.2955,0.345,negative
M,0.625,0.48,1.223,0.565,0.2975,0.3375,negative
M,0.625,0.47,1.124,0.556,0.2315,0.287,negative
F,0.65,0.525,1.238,0.647,0.2485,0.3005,negative
F,0.635,0.505,1.2635,0.512,0.322,0.355,negative
F,0.65,0.5,1.4045,0.694,0.318,0.3235,negative
F,0.695,0.525,1.8185,0.819,0.4025,0.4525,negative
F,0.67,0.525,1.37,0.6065,0.2955,0.407,negative
F,0.705,0.555,1.7525,0.7105,0.4215,0.516,negative
I,0.275,0.205,0.101,0.041,0.021,0.034,negative
I,0.36,0.265,0.1865,0.0675,0.037,0.0615,negative
I,0.285,0.205,0.106,0.039,0.0285,0.034,negative
I,0.4,0.315,0.3225,0.143,0.0735,0.091,negative
I,0.385,0.29,0.2575,0.1,0.061,0.086,negative
I,0.43,0.33,0.32,0.118,0.065,0.123,negative
I,0.435,0.375,0.4155,0.17,0.076,0.145,negative
I,0.45,0.335,0.3935,0.195,0.071,0.11,negative
I,0.475,0.355,0.4775,0.2145,0.09,0.1435,negative
I,0.475,0.36,0.452,0.191,0.099,0.13,negative
I,0.485,0.37,0.5065,0.2425,0.088,0.1465,negative
I,0.51,0.395,0.5525,0.234,0.127,0.165,negative
I,0.52,0.41,0.699,0.3395,0.129,0.1945,negative
I,0.515,0.39,0.565,0.235,0.135,0.179,negative
I,0.525,0.4,0.6055,0.2605,0.108,0.21,negative
M,0.53,0.425,0.7905,0.307,0.171,0.2595,negative
M,0.53,0.425,0.702,0.2975,0.1395,0.22,negative
M,0.53,0.42,0.675,0.294,0.156,0.1825,negative
I,0.53,0.395,0.475,0.2025,0.101,0.148,negative
I,0.53,0.41,0.612,0.2435,0.1525,0.1895,negative
I,0.535,0.4,0.705,0.3065,0.1365,0.22,negative
I,0.535,0.45,0.728,0.2845,0.1845,0.265,negative
M,0.555,0.46,0.86,0.3345,0.1935,0.275,negative
F,0.555,0.44,0.846,0.346,0.1715,0.2735,negative
M,0.56,0.465,0.8875,0.3345,0.22,0.2695,negative
F,0.56,0.43,0.898,0.3895,0.2325,0.245,negative
I,0.565,0.43,0.6545,0.2815,0.139,0.21,negative
I,0.575,0.45,0.795,0.364,0.1505,0.26,negative
M,0.575,0.465,1.0535,0.516,0.2185,0.235,negative
F,0.575,0.46,0.927,0.333,0.207,0.2985,negative
I,0.58,0.42,0.701,0.3285,0.102,0.2255,negative
M,0.58,0.45,0.8275,0.321,0.1975,0.2445,negative
F,0.585,0.42,0.9845,0.442,0.2155,0.2875,negative
M,0.585,0.47,0.9565,0.4025,0.2365,0.265,negative
I,0.59,0.45,0.86,0.437,0.1515,0.245,negative
M,0.595,0.48,1.1785,0.526,0.2975,0.314,negative
M,0.615,0.48,1.2205,0.4985,0.315,0.33,negative
M,0.615,0.455,0.9685,0.49,0.182,0.2655,negative
F,0.62,0.5,1.107,0.4895,0.24,0.343,negative
I,0.62,0.48,1.1305,0.5285,0.2655,0.306,negative
M,0.62,0.48,1.2555,0.527,0.374,0.3175,negative
M,0.625,0.495,1.177,0.5055,0.278,0.345,negative
M,0.625,0.5,1.2425,0.5995,0.248,0.335,negative
M,0.63,0.49,1.09,0.407,0.224,0.354,negative
F,0.63,0.475,1.072,0.433,0.2975,0.315,negative
F,0.645,0.51,1.129,0.5015,0.24,0.342,negative
F,0.65,0.505,1.2075,0.5105,0.262,0.39,negative
F,0.65,0.495,1.227,0.528,0.258,0.37,negative
F,0.655,0.52,1.472,0.6275,0.27,0.45,negative
F,0.665,0.525,1.5785,0.678,0.229,0.456,negative
M,0.67,0.52,1.4755,0.6275,0.379,0.374,negative
F,0.675,0.54,1.593,0.686,0.318,0.45,negative
M,0.675,0.54,1.5545,0.6645,0.278,0.512,negative
M,0.695,0.58,1.8995,0.675,0.478,0.5295,negative
F,0.695,0.535,1.361,0.5465,0.2815,0.465,negative
F,0.705,0.56,1.4575,0.607,0.318,0.44,negative
M,0.74,0.58,2.381,0.8155,0.4695,0.488,negative
I,0.205,0.155,0.0495,0.0235,0.011,0.014,negative
I,0.305,0.23,0.1455,0.0595,0.0305,0.05,negative
I,0.32,0.23,0.129,0.0615,0.0275,0.0355,negative
I,0.355,0.27,0.2255,0.11,0.042,0.064,negative
M,0.425,0.305,0.359,0.173,0.0875,0.0975,negative
I,0.425,0.31,0.3505,0.1645,0.071,0.1,negative
F,0.45,0.365,0.5885,0.318,0.121,0.1325,negative
M,0.515,0.385,0.623,0.2855,0.1285,0.175,negative
F,0.52,0.375,0.5375,0.221,0.117,0.17,negative
I,0.525,0.4,0.5655,0.2435,0.119,0.175,negative
M,0.555,0.445,0.8625,0.4225,0.155,0.24,negative
F,0.61,0.49,1.137,0.4605,0.2825,0.344,negative
I,0.35,0.26,0.221,0.0985,0.043,0.07,negative
I,0.38,0.275,0.2425,0.106,0.0485,0.21,negative
I,0.46,0.34,0.386,0.1805,0.0875,0.0965,negative
M,0.465,0.355,0.5315,0.2725,0.097,0.1395,negative
M,0.475,0.385,0.562,0.289,0.0905,0.153,negative
M,0.565,0.445,0.836,0.406,0.1605,0.2245,negative
M,0.57,0.45,0.9275,0.477,0.1605,0.2515,negative
M,0.595,0.46,1.03,0.4275,0.207,0.3305,negative
M,0.57,0.44,0.8815,0.3605,0.1955,0.2735,negative
F,0.605,0.48,1.1685,0.4815,0.2305,0.356,negative
F,0.615,0.455,1.059,0.4735,0.263,0.274,negative
M,0.625,0.47,1.1665,0.4605,0.2565,0.3945,negative
M,0.62,0.46,1.127,0.535,0.2635,0.296,negative
F,0.68,0.52,1.541,0.5985,0.395,0.4575,negative
M,0.68,0.54,1.7825,0.5565,0.3235,0.4285,negative
M,0.68,0.52,1.543,0.7525,0.351,0.374,negative
F,0.71,0.555,1.47,0.5375,0.38,0.431,negative
M,0.5,0.385,0.6335,0.2305,0.125,0.235,negative
F,0.545,0.42,0.754,0.256,0.1775,0.275,negative
F,0.46,0.365,0.4485,0.165,0.083,0.17,negative
M,0.535,0.41,0.8105,0.345,0.187,0.24,negative
M,0.335,0.26,0.22,0.0855,0.04,0.085,negative
F,0.425,0.35,0.4425,0.175,0.0755,0.175,negative
M,0.41,0.325,0.3555,0.146,0.072,0.105,negative
I,0.17,0.105,0.034,0.012,0.0085,0.005,negative
I,0.335,0.25,0.185,0.0795,0.0495,0.055,negative
M,0.52,0.425,0.79,0.372,0.205,0.19,negative
F,0.53,0.41,0.8255,0.375,0.204,0.245,negative
M,0.5,0.42,0.62,0.255,0.15,0.205,negative
F,0.615,0.475,0.9525,0.3915,0.195,0.32,negative
M,0.575,0.45,0.955,0.44,0.1685,0.27,negative
M,0.57,0.45,0.91,0.326,0.1895,0.355,negative
M,0.455,0.35,0.416,0.1625,0.097,0.145,negative
I,0.37,0.275,0.2045,0.096,0.056,0.08,negative
F,0.675,0.535,1.604,0.6175,0.4255,0.453,negative
M,0.445,0.37,0.515,0.2495,0.087,0.159,negative
M,0.385,0.3,0.3435,0.1645,0.085,0.1025,negative
F,0.375,0.295,0.3005,0.1255,0.0575,0.1035,negative
M,0.56,0.44,0.8255,0.2425,0.202,0.285,negative
M,0.55,0.41,0.785,0.282,0.186,0.275,negative
F,0.57,0.465,0.9685,0.446,0.261,0.255,negative
F,0.485,0.4,0.731,0.236,0.183,0.255,negative
M,0.41,0.335,0.4405,0.19,0.085,0.135,negative
I,0.335,0.255,0.1785,0.071,0.0405,0.055,negative
M,0.655,0.515,1.373,0.443,0.3375,0.49,negative
F,0.565,0.45,0.9765,0.322,0.244,0.37,negative
F,0.57,0.44,1.018,0.447,0.207,0.265,negative
F,0.55,0.465,1.082,0.3575,0.194,0.19,negative
F,0.63,0.475,1.423,0.4155,0.3385,0.49,negative
M,0.475,0.37,0.655,0.266,0.1725,0.185,negative
F,0.655,0.5,1.4155,0.508,0.314,0.445,negative
F,0.5,0.39,0.6355,0.2505,0.1635,0.195,negative
F,0.44,0.34,0.3975,0.1505,0.0945,0.135,negative
F,0.49,0.385,0.656,0.2455,0.171,0.205,negative
M,0.545,0.44,0.744,0.2875,0.204,0.25,negative
F,0.45,0.36,0.447,0.203,0.082,0.13,negative
F,0.515,0.4,0.578,0.191,0.1445,0.17,negative
I,0.33,0.25,0.1405,0.056,0.035,0.05,negative
F,0.525,0.41,0.708,0.274,0.151,0.25,negative
M,0.295,0.225,0.1385,0.048,0.046,0.05,negative
M,0.545,0.45,0.8615,0.2925,0.1545,0.365,negative
F,0.645,0.5,1.626,0.587,0.4055,0.41,negative
M,0.45,0.355,0.478,0.18,0.1185,0.155,negative
F,0.61,0.49,1.1775,0.5655,0.2385,0.295,negative
I,0.38,0.3,0.286,0.1305,0.056,0.09,negative
F,0.565,0.455,1.058,0.439,0.2645,0.3,negative
F,0.67,0.545,1.5415,0.5985,0.2565,0.495,negative
M,0.54,0.425,0.817,0.2945,0.153,0.195,negative
I,0.29,0.225,0.152,0.071,0.059,0.045,negative
I,0.32,0.235,0.1385,0.058,0.0225,0.05,negative
M,0.525,0.395,0.782,0.285,0.1405,0.285,positive
F,0.525,0.43,0.717,0.289,0.1745,0.195,negative
I,0.41,0.33,0.335,0.1525,0.074,0.11,negative
F,0.46,0.375,0.4915,0.2205,0.088,0.17,negative
F,0.56,0.44,0.9705,0.4315,0.263,0.255,negative
F,0.575,0.45,0.9315,0.431,0.222,0.235,negative
M,0.62,0.5,1.221,0.4605,0.263,0.43,negative
I,0.435,0.355,0.4075,0.1535,0.074,0.165,negative
F,0.56,0.46,0.97,0.342,0.196,0.355,negative
M,0.495,0.38,0.6295,0.263,0.1425,0.215,negative
F,0.595,0.5,1.053,0.4405,0.192,0.39,negative
M,0.76,0.575,1.829,0.7035,0.386,0.56,negative
F,0.565,0.46,0.8765,0.3455,0.1925,0.275,negative
F,0.615,0.5,1.1765,0.488,0.244,0.345,negative
M,0.445,0.345,0.476,0.2055,0.1015,0.1085,negative
F,0.525,0.43,0.813,0.3315,0.166,0.1775,negative
I,0.16,0.12,0.018,0.0075,0.0045,0.005,negative
M,0.515,0.4,0.7365,0.2955,0.184,0.185,negative
M,0.635,0.48,1.064,0.413,0.228,0.36,negative
M,0.575,0.47,0.853,0.292,0.179,0.35,negative
M,0.38,0.27,0.219,0.0835,0.0515,0.07,negative
F,0.5,0.4,0.8085,0.273,0.112,0.295,negative
I,0.14,0.105,0.0145,0.005,0.0035,0.005,negative
M,0.245,0.18,0.0635,0.0245,0.0135,0.02,negative
I,0.48,0.39,0.6275,0.276,0.134,0.185,negative
I,0.455,0.365,0.441,0.1515,0.1165,0.145,negative
F,0.455,0.375,0.458,0.1985,0.111,0.12,negative
M,0.455,0.355,0.4745,0.1865,0.0935,0.168,negative
I,0.52,0.405,0.6765,0.2865,0.146,0.205,negative
I,0.56,0.445,1.0285,0.4535,0.253,0.275,negative
F,0.52,0.41,0.712,0.2845,0.153,0.225,negative
I,0.54,0.4,0.757,0.315,0.181,0.215,negative
I,0.615,0.46,1.066,0.4335,0.226,0.33,negative
F,0.645,0.49,1.3065,0.479,0.3565,0.345,negative
I,0.565,0.43,0.8545,0.321,0.1775,0.275,negative
I,0.355,0.27,0.216,0.083,0.037,0.075,negative
I,0.525,0.4,0.6955,0.2405,0.16,0.253,negative
M,0.395,0.28,0.266,0.0995,0.066,0.09,negative
I,0.52,0.39,0.7325,0.2415,0.144,0.26,positive
M,0.375,0.28,0.2225,0.0875,0.043,0.08,negative
F,0.47,0.35,0.487,0.1955,0.127,0.155,negative
I,0.58,0.42,0.728,0.2725,0.19,0.19,negative
I,0.5,0.38,0.6675,0.2745,0.156,0.18,negative
I,0.725,0.55,2.0495,0.7735,0.4405,0.655,negative
F,0.65,0.515,1.498,0.564,0.323,0.425,negative
F,0.67,0.535,1.597,0.6275,0.35,0.47,negative
M,0.295,0.23,0.125,0.042,0.0285,0.043,negative
F,0.5,0.4,0.7105,0.27,0.1455,0.225,negative
I,0.55,0.44,0.8605,0.312,0.169,0.3,negative
F,0.49,0.37,0.541,0.171,0.1175,0.185,negative
M,0.52,0.41,0.77,0.263,0.157,0.26,negative
F,0.475,0.4,0.541,0.186,0.1025,0.21,negative
M,0.53,0.425,0.739,0.237,0.161,0.295,negative
M,0.555,0.42,0.8695,0.3075,0.2575,0.25,negative
M,0.505,0.39,0.6555,0.2595,0.18,0.19,negative
F,0.35,0.275,0.205,0.0745,0.0465,0.07,negative
I,0.235,0.18,0.058,0.022,0.0145,0.018,negative
I,0.235,0.175,0.0645,0.0215,0.0175,0.0215,negative
F,0.54,0.44,1.0905,0.391,0.2295,0.355,negative
F,0.525,0.4,0.6295,0.2555,0.144,0.18,negative
M,0.55,0.45,1.0985,0.3765,0.215,0.4,negative
M,0.55,0.44,0.991,0.348,0.168,0.375,negative
I,0.235,0.175,0.0615,0.0205,0.02,0.019,negative
M,0.475,0.365,0.6175,0.202,0.1445,0.19,negative
M,0.525,0.41,0.8005,0.2635,0.1985,0.25,negative
F,0.465,0.39,0.6355,0.1815,0.157,0.225,negative
F,0.53,0.425,0.717,0.2115,0.166,0.255,negative
I,0.315,0.235,0.18,0.08,0.045,0.047,negative
F,0.53,0.4,0.772,0.2855,0.1975,0.23,negative
F,0.525,0.415,0.7155,0.2355,0.171,0.27,negative
I,0.465,0.355,0.5805,0.255,0.0915,0.184,negative
M,0.485,0.385,0.556,0.296,0.104,0.133,negative
F,0.515,0.395,0.686,0.281,0.1255,0.22,negative
F,0.61,0.5,1.438,0.5185,0.3735,0.3345,negative
F,0.68,0.55,1.807,0.8225,0.3655,0.515,negative
I,0.49,0.385,0.591,0.271,0.1125,0.1775,negative
F,0.555,0.44,1.016,0.4935,0.1855,0.263,negative
M,0.69,0.55,1.777,0.769,0.38,0.4305,negative
F,0.72,0.575,2.1505,1.0745,0.382,0.585,negative
I,0.295,0.22,0.1365,0.0575,0.0295,0.035,negative
I,0.295,0.22,0.1295,0.052,0.028,0.035,negative
I,0.315,0.23,0.164,0.0625,0.04,0.045,negative
I,0.375,0.29,0.2875,0.123,0.0605,0.08,negative
I,0.38,0.3,0.277,0.1655,0.0625,0.082,negative
I,0.385,0.285,0.248,0.0935,0.066,0.07,negative
I,0.4,0.295,0.252,0.1105,0.0575,0.066,negative
M,0.415,0.315,0.4015,0.199,0.087,0.097,negative
I,0.415,0.33,0.3905,0.1925,0.0755,0.1025,negative
I,0.42,0.32,0.409,0.2055,0.0935,0.105,negative
I,0.44,0.33,0.4095,0.163,0.1005,0.119,negative
I,0.45,0.35,0.494,0.2205,0.0945,0.1405,negative
I,0.475,0.35,0.4905,0.2035,0.13,0.135,negative
M,0.485,0.39,0.599,0.251,0.1345,0.169,negative
I,0.27,0.19,0.099,0.0445,0.017,0.03,negative
M,0.495,0.375,0.6245,0.282,0.143,0.155,negative
M,0.565,0.455,0.9795,0.444,0.205,0.275,negative
I,0.58,0.435,0.8915,0.363,0.1925,0.2515,negative
F,0.585,0.45,0.874,0.3545,0.2075,0.225,negative
I,0.27,0.205,0.118,0.059,0.031,0.0305,negative
F,0.525,0.41,0.7745,0.416,0.163,0.18,negative
M,0.63,0.48,1.21,0.53,0.2555,0.322,negative
M,0.695,0.55,2.173,1.133,0.4665,0.496,negative
F,0.645,0.525,1.37,0.6135,0.283,0.34,negative
F,0.655,0.545,1.759,0.6865,0.313,0.547,negative
M,0.665,0.515,1.3855,0.621,0.302,0.3445,negative
M,0.67,0.51,1.5945,0.6705,0.3845,0.4505,negative
M,0.6,0.465,1.262,0.6245,0.2455,0.33,negative
F,0.67,0.52,1.8065,0.758,0.3735,0.5055,negative
M,0.685,0.51,1.4545,0.6315,0.3105,0.3725,negative
I,0.245,0.175,0.0785,0.04,0.018,0.02,negative
I,0.315,0.23,0.134,0.0575,0.0285,0.3505,negative
I,0.36,0.27,0.2075,0.098,0.039,0.062,negative
I,0.375,0.28,0.2235,0.115,0.043,0.055,negative
I,0.415,0.31,0.34,0.181,0.057,0.083,negative
I,0.455,0.35,0.5365,0.2855,0.0855,0.1325,negative
I,0.48,0.35,0.635,0.352,0.127,0.135,negative
I,0.485,0.375,0.562,0.2505,0.1345,0.1525,negative
I,0.51,0.39,0.597,0.293,0.1265,0.1555,negative
I,0.185,0.135,0.032,0.011,0.0065,0.01,negative
M,0.52,0.395,0.5815,0.2565,0.1265,0.17,negative
F,0.555,0.43,0.7545,0.3525,0.1835,0.2015,negative
M,0.585,0.465,0.98,0.4315,0.2545,0.247,negative
F,0.585,0.46,1.0035,0.503,0.2105,0.2515,negative
M,0.585,0.455,1.133,0.5515,0.223,0.305,negative
M,0.7,0.6,2.003,0.8105,0.4045,0.5755,negative
M,0.72,0.6,2.2385,0.984,0.411,0.621,negative
M,0.615,0.53,1.12,0.5775,0.2095,0.286,negative
F,0.62,0.465,1.011,0.479,0.2385,0.255,negative
M,0.625,0.505,1.131,0.5425,0.2265,0.323,negative
M,0.625,0.48,1.065,0.4865,0.259,0.285,negative
M,0.635,0.48,1.181,0.665,0.229,0.225,negative
F,0.64,0.525,1.382,0.646,0.3115,0.37,negative
M,0.66,0.505,1.4385,0.6775,0.285,0.178,negative
M,0.66,0.485,1.2275,0.61,0.274,0.3,negative
M,0.66,0.515,1.4415,0.7055,0.3555,0.335,negative
F,0.68,0.55,1.473,0.713,0.282,0.4295,negative
F,0.69,0.58,1.658,0.708,0.3615,0.4715,negative
M,0.61,0.49,1.146,0.597,0.246,0.265,negative
M,0.61,0.475,1.142,0.62,0.237,0.245,negative
M,0.72,0.545,1.7475,0.8215,0.383,0.4705,negative
I,0.275,0.2,0.096,0.037,0.0225,0.03,negative
I,0.33,0.245,0.1445,0.058,0.032,0.0505,negative
I,0.33,0.26,0.1965,0.0915,0.0425,0.055,negative
I,0.365,0.27,0.2155,0.1005,0.049,0.0655,negative
I,0.365,0.28,0.196,0.0865,0.036,0.0605,negative
I,0.42,0.31,0.2805,0.1125,0.0615,0.0925,negative
I,0.435,0.335,0.334,0.1355,0.0775,0.0965,negative
I,0.435,0.325,0.366,0.174,0.0725,0.109,negative
I,0.44,0.325,0.4965,0.258,0.1195,0.1075,negative
I,0.485,0.365,0.651,0.3165,0.132,0.18,negative
I,0.495,0.385,0.5125,0.2075,0.1155,0.172,negative
M,0.51,0.405,0.6925,0.327,0.155,0.1805,negative
