job,day,month,duration,Class
entrepreneur,15,jun,88,negative
self-employed,15,jun,651,positive
admin.,15,jun,155,positive
blue-collar,15,jun,74,negative
technician,15,jun,95,negative
housemaid,15,jun,94,negative
management,15,jun,60,negative
services,15,jun,175,negative
services,15,jun,108,negative
admin.,15,jun,60,negative
technician,15,jun,108,negative
services,15,jun,75,negative
admin.,15,jun,29,negative
management,15,jun,83,negative
management,15,jun,79,negative
admin.,15,jun,77,negative
retired,15,jun,318,negative
management,15,jun,205,negative
management,16,jun,298,negative
admin.,16,jun,161,negative
student,16,jun,214,negative
technician,16,jun,245,positive
services,16,jun,202,negative
blue-collar,16,jun,399,negative
student,16,jun,281,negative
student,16,jun,89,negative
services,16,jun,250,negative
admin.,16,jun,66,negative
management,16,jun,102,negative
management,16,jun,64,negative
management,16,jun,459,negative
student,16,jun,119,negative
admin.,16,jun,229,negative
technician,16,jun,30,negative
management,16,jun,79,negative
management,16,jun,276,negative
technician,16,jun,404,negative
management,16,jun,95,negative
services,16,jun,162,positive
blue-collar,16,jun,569,negative
management,16,jun,55,negative
student,17,jun,49,negative
management,17,jun,181,negative
admin.,17,jun,54,negative
technician,17,jun,208,negative
management,17,jun,151,negative
blue-collar,17,jun,94,negative
technician,18,jun,140,negative
entrepreneur,18,jun,390,negative
blue-collar,18,jun,201,negative
entrepreneur,18,jun,88,negative
retired,18,jun,754,negative
self-employed,18,jun,1603,positive
management,18,jun,133,negative
technician,19,jun,63,negative
student,19,jun,79,negative
management,19,jun,241,negative
management,19,jun,140,negative
management,19,jun,177,negative
management,22,jun,457,negative
self-employed,22,jun,177,negative
admin.,22,jun,136,negative
self-employed,22,jun,111,negative
unemployed,22,jun,160,negative
entrepreneur,22,jun,271,negative
technician,22,jun,67,negative
technician,22,jun,115,negative
blue-collar,22,jun,570,negative
retired,22,jun,524,negative
retired,22,jun,68,negative
unemployed,22,jun,113,negative
management,22,jun,39,negative
entrepreneur,22,jun,69,negative
retired,22,jun,295,negative
student,23,jun,124,negative
admin.,23,jun,248,negative
management,23,jun,205,negative
management,23,jun,971,negative
retired,23,jun,201,negative
retired,23,jun,206,negative
retired,30,jun,224,negative
admin.,30,jun,122,negative
technician,30,jun,103,negative
housemaid,30,jun,42,negative
retired,30,jun,166,negative
technician,30,jun,78,negative
management,30,jun,160,negative
admin.,1,jul,132,negative
retired,1,jul,148,negative
technician,1,jul,1057,negative
unknown,1,jul,291,negative
retired,1,jul,92,negative
technician,2,jul,97,negative
management,2,jul,248,negative
management,2,jul,196,negative
management,2,jul,139,negative
unemployed,2,jul,82,negative
management,2,jul,146,negative
admin.,2,jul,124,negative
services,2,jul,237,negative
technician,2,jul,109,negative
management,2,jul,226,negative
management,2,jul,154,negative
technician,2,jul,129,negative
retired,2,jul,317,negative
admin.,2,jul,229,negative
management,2,jul,281,negative
services,2,jul,98,negative
admin.,2,jul,148,negative
technician,2,jul,160,negative
blue-collar,2,jul,590,negative
management,2,jul,153,negative
blue-collar,2,jul,135,positive
retired,3,jul,353,positive
services,3,jul,203,positive
self-employed,3,jul,194,negative
management,3,jul,122,negative
retired,3,jul,222,negative
self-employed,3,jul,64,negative
admin.,3,jul,147,negative
services,3,jul,603,negative
blue-collar,3,jul,897,negative
management,3,jul,257,positive
retired,3,jul,531,negative
unemployed,3,jul,473,negative
student,3,jul,320,negative
student,3,jul,69,negative
management,3,jul,67,negative
services,3,jul,837,negative
management,3,jul,67,negative
technician,3,jul,112,negative
services,3,jul,318,negative
management,3,jul,236,negative
self-employed,3,jul,59,negative
admin.,6,jul,413,negative
management,6,jul,96,negative
housemaid,6,jul,116,negative
student,6,jul,207,negative
unknown,6,jul,117,negative
management,7,jul,250,negative
management,7,jul,139,negative
admin.,7,jul,94,negative
self-employed,7,jul,106,negative
technician,7,jul,98,negative
admin.,7,jul,82,negative
retired,7,jul,112,negative
management,7,jul,611,negative
management,7,jul,445,negative
services,7,jul,682,positive
management,7,jul,83,negative
management,7,jul,282,negative
management,7,jul,1284,negative
management,7,jul,58,negative
technician,7,jul,136,negative
management,7,jul,98,negative
management,7,jul,224,positive
management,7,jul,529,negative
services,7,jul,148,negative
blue-collar,7,jul,103,negative
student,7,jul,404,negative
services,7,jul,321,negative
retired,7,jul,432,negative
management,7,jul,170,negative
technician,7,jul,257,positive
services,7,jul,159,negative
retired,7,jul,112,negative
management,8,jul,452,negative
admin.,8,jul,105,negative
retired,8,jul,1006,positive
management,8,jul,665,negative
technician,8,jul,113,negative
management,8,jul,194,negative
technician,8,jul,115,negative
retired,8,jul,335,negative
admin.,8,jul,188,negative
retired,8,jul,625,negative
services,8,jul,106,negative
housemaid,8,jul,154,negative
technician,8,jul,74,negative
retired,8,jul,167,negative
admin.,8,jul,83,negative
self-employed,8,jul,243,negative
services,8,jul,117,negative
admin.,8,jul,90,negative
blue-collar,8,jul,576,positive
admin.,8,jul,69,negative
technician,8,jul,281,negative
housemaid,8,jul,502,negative
admin.,8,jul,122,negative
technician,8,jul,141,negative
admin.,8,jul,72,negative
management,8,jul,430,negative
unemployed,8,jul,286,negative
student,8,jul,475,negative
entrepreneur,8,jul,182,negative
admin.,8,jul,64,negative
unknown,9,jul,122,negative
retired,9,jul,151,negative
management,9,jul,359,negative
admin.,9,jul,315,negative
services,10,jul,123,negative
retired,13,jul,144,negative
management,13,jul,326,negative
retired,15,jul,219,negative
management,15,jul,166,negative
admin.,16,jul,57,negative
unknown,20,jul,91,negative
management,20,jul,258,negative
housemaid,21,jul,305,negative
unknown,21,jul,465,negative
technician,21,jul,213,negative
technician,23,jul,106,negative
retired,23,jul,64,negative
self-employed,23,jul,106,negative
management,24,jul,116,negative
technician,27,jul,506,negative
retired,27,jul,195,negative
retired,27,jul,82,negative
admin.,28,jul,132,negative
technician,28,jul,51,negative
admin.,28,jul,72,negative
technician,28,jul,67,negative
retired,28,jul,258,negative
blue-collar,28,jul,186,negative
management,28,jul,383,negative
management,29,jul,292,negative
services,30,jul,141,negative
retired,4,aug,151,negative
housemaid,4,aug,205,negative
housemaid,4,aug,197,negative
admin.,4,aug,92,negative
services,4,aug,149,negative
admin.,4,aug,236,negative
self-employed,4,aug,326,negative
management,4,aug,313,negative
management,4,aug,320,negative
admin.,4,aug,218,positive
management,4,aug,152,negative
management,4,aug,185,positive
retired,4,aug,117,negative
entrepreneur,4,aug,138,negative
retired,4,aug,220,negative
retired,4,aug,259,negative
admin.,4,aug,158,negative
admin.,4,aug,182,negative
management,5,aug,432,negative
management,5,aug,397,negative
management,5,aug,206,negative
management,5,aug,299,negative
unemployed,5,aug,106,negative
retired,5,aug,177,negative
admin.,5,aug,156,negative
blue-collar,5,aug,416,negative
student,5,aug,100,negative
student,5,aug,385,positive
self-employed,5,aug,813,negative
management,5,aug,131,negative
management,6,aug,99,negative
retired,6,aug,331,negative
retired,6,aug,320,negative
admin.,6,aug,126,negative
management,6,aug,107,negative
admin.,6,aug,121,negative
management,6,aug,148,negative
student,6,aug,161,negative
admin.,6,aug,87,negative
retired,6,aug,111,negative
services,6,aug,85,negative
retired,6,aug,190,negative
services,6,aug,355,positive
management,6,aug,472,negative
management,6,aug,131,positive
management,6,aug,174,negative
admin.,6,aug,142,negative
retired,6,aug,165,negative
student,6,aug,789,negative
retired,6,aug,280,negative
retired,6,aug,116,negative
unknown,6,aug,256,positive
admin.,7,aug,88,negative
management,7,aug,169,negative
retired,7,aug,116,negative
housemaid,7,aug,107,negative
housemaid,7,aug,59,negative
admin.,7,aug,131,negative
housemaid,7,aug,58,negative
technician,7,aug,72,negative
retired,7,aug,258,negative
admin.,7,aug,273,positive
retired,7,aug,149,negative
admin.,7,aug,292,negative
student,7,aug,173,negative
admin.,7,aug,325,negative
services,7,aug,239,negative
retired,7,aug,121,negative
admin.,7,aug,305,negative
technician,7,aug,83,negative
student,7,aug,100,negative
admin.,7,aug,70,negative
management,7,aug,119,negative
management,7,aug,125,negative
management,7,aug,121,negative
technician,7,aug,140,negative
unknown,7,aug,384,negative
retired,7,aug,390,negative
services,7,aug,88,negative
entrepreneur,7,aug,121,negative
entrepreneur,7,aug,158,negative
management,7,aug,231,positive
student,10,aug,122,negative
management,10,aug,255,negative
self-employed,10,aug,419,negative
housemaid,10,aug,1225,negative
admin.,10,aug,268,negative
admin.,10,aug,70,negative
technician,10,aug,88,negative
management,10,aug,131,negative
blue-collar,10,aug,248,negative
admin.,10,aug,225,negative
student,10,aug,133,negative
unemployed,10,aug,465,negative
management,10,aug,73,negative
retired,10,aug,489,negative
admin.,10,aug,120,negative
blue-collar,10,aug,158,negative
student,10,aug,148,negative
blue-collar,10,aug,89,negative
retired,10,aug,156,negative
blue-collar,10,aug,1529,negative
admin.,10,aug,155,negative
blue-collar,10,aug,153,negative
housemaid,10,aug,352,negative
retired,10,aug,411,negative
technician,10,aug,107,negative
student,10,aug,89,negative
management,10,aug,134,negative
retired,10,aug,151,negative
management,10,aug,232,negative
technician,10,aug,540,negative
student,10,aug,298,negative
blue-collar,10,aug,74,negative
admin.,10,aug,247,negative
technician,10,aug,162,negative
management,10,aug,294,positive
student,10,aug,121,negative
management,10,aug,71,negative
retired,11,aug,373,negative
management,11,aug,425,negative
admin.,11,aug,48,negative
unknown,11,aug,329,negative
retired,11,aug,155,negative
admin.,11,aug,215,negative
self-employed,11,aug,90,negative
management,11,aug,265,negative
retired,11,aug,491,negative
technician,11,aug,151,negative
management,11,aug,181,negative
retired,11,aug,157,negative
admin.,11,aug,89,negative
self-employed,11,aug,123,negative
entrepreneur,11,aug,156,negative
technician,11,aug,155,negative
student,11,aug,91,negative
student,11,aug,88,negative
student,11,aug,154,negative
student,11,aug,344,negative
technician,11,aug,110,negative
admin.,11,aug,170,negative
blue-collar,11,aug,254,positive
management,11,aug,127,negative
technician,11,aug,75,negative
retired,11,aug,95,negative
management,11,aug,112,negative
services,11,aug,153,negative
management,11,aug,93,negative
student,11,aug,203,negative
unemployed,11,aug,280,negative
blue-collar,11,aug,159,negative
management,11,aug,94,negative
admin.,11,aug,108,negative
admin.,11,aug,97,negative
admin.,11,aug,201,negative
technician,11,aug,91,negative
retired,11,aug,526,negative
student,11,aug,477,negative
unknown,11,aug,400,negative
retired,11,aug,198,negative
admin.,11,aug,120,negative
blue-collar,11,aug,248,negative
student,11,aug,162,negative
retired,11,aug,163,negative
management,11,aug,82,negative
retired,11,aug,172,negative
management,11,aug,176,negative
management,11,aug,271,negative
blue-collar,12,aug,266,negative
management,12,aug,68,negative
student,12,aug,345,negative
retired,12,aug,1117,negative
entrepreneur,12,aug,701,negative
services,12,aug,340,negative
management,12,aug,62,negative
management,12,aug,74,negative
technician,12,aug,121,negative
student,12,aug,127,negative
retired,12,aug,90,negative
student,12,aug,249,negative
technician,12,aug,150,negative
technician,12,aug,1336,positive
housemaid,12,aug,90,negative
admin.,12,aug,251,negative
housemaid,12,aug,699,negative
admin.,12,aug,238,negative
technician,12,aug,398,positive
management,12,aug,100,negative
unemployed,12,aug,119,negative
services,12,aug,90,negative
admin.,12,aug,92,negative
technician,12,aug,236,negative
management,12,aug,93,negative
admin.,12,aug,87,negative
technician,12,aug,82,negative
technician,12,aug,201,negative
management,12,aug,161,negative
management,12,aug,94,negative
retired,12,aug,150,negative
services,12,aug,305,negative
management,12,aug,153,negative
management,12,aug,110,negative
blue-collar,12,aug,58,negative
blue-collar,12,aug,67,negative
admin.,12,aug,202,negative
services,12,aug,153,negative
student,12,aug,113,negative
retired,12,aug,875,negative
technician,12,aug,96,negative
retired,12,aug,71,negative
management,12,aug,301,negative
unemployed,12,aug,123,negative
