At9,At10,Class
5.648,268.823,negative
27.5018,231.329,negative
5.253,279.93,negative
10.826,144.682,negative
26.524,62.3132,negative
2.861,273.628,negative
24.4731,94.3593,negative
24.993,53.4406,negative
0.0086,191.053,negative
17.9567,220.061,negative
0.667,278.761,negative
0.334,132.907,negative
4.3842,275.629,negative
11.066,192.401,negative
7.8896,265.573,negative
10.326,167.646,negative
44.4218,101.463,negative
48.2051,136.831,negative
53.202,32.4562,negative
1.0638,171.685,negative
0.651,245.111,negative
0.0597,216.992,negative
7.2,115.213,negative
5.801,210.272,negative
4.348,264.354,negative
5.13,186.44,negative
7.055,238.908,negative
37.992,114.849,negative
12.355,102.503,negative
70.0002,187.753,negative
12.5848,164.364,negative
55.3074,230.195,negative
8.817,161.913,negative
19.1785,179.746,negative
6.809,267.294,negative
0.8126,309.12,negative
3.622,274.787,negative
19.31,233.962,negative
8.582,222.183,negative
6.664,334.836,negative
5.0145,219.354,negative
12.9105,152.557,negative
43.216,251.305,negative
1.943,121.695,negative
0.1579,128.902,negative
4.335,278.873,negative
8.8679,158.763,negative
3.009,226.797,negative
33.191,218.008,negative
17.0032,185.186,negative
3.634,169.257,negative
9.4078,183.373,negative
6.285,201.839,negative
0.334,257.193,negative
16.5347,156.783,negative
56.916,51.8786,negative
39.3447,57.351,negative
5.717,204.331,negative
11.7406,202.539,negative
8.8996,147.031,negative
2.531,154.251,negative
3.465,257.031,negative
21.124,217.556,negative
0.337,264.764,negative
8.974,182.689,negative
18.3145,114.872,negative
8.474,314.395,negative
45.363,182.764,negative
3.278,143.568,negative
11.186,133.93,negative
2.871,294.596,negative
40.5831,230.499,negative
22.5916,205.989,negative
5.1312,282.661,negative
8.538,252.399,negative
15.9615,168.391,negative
0.5477,252.716,negative
37.923,197.613,negative
8.8998,209.842,negative
66.57,73.1529,negative
15.491,221.674,negative
0.314,235.535,negative
76.3946,41.4222,negative
45.8523,155.375,negative
33.39,215.372,negative
1.8622,197.087,negative
8.536,157.97,negative
9.021,244.668,negative
8.686,192.361,negative
11.1759,185.624,negative
6.737,131.62,negative
0.813,275.562,negative
0.8106,372.3,negative
0.455,241.365,negative
54.1674,127.021,negative
8.714,202.115,negative
15.3,220.415,negative
67.376,65.9992,negative
4.8815,278.764,negative
7.891,313.536,negative
51.74,125.306,negative
7.1305,189.003,negative
4.734,235.511,negative
33.7832,91.0928,negative
19.892,124.342,negative
20.4432,169.707,negative
1.6997,232.177,negative
26.3364,187.865,negative
7.5527,196.357,negative
1.4848,212.869,negative
5.105,301.438,negative
15.377,210.019,negative
0.0449,196.732,negative
53.831,124.927,negative
16.6887,256.03,negative
2.605,326.791,negative
81.6802,182.339,negative
26.9047,230.948,negative
1.652,315.013,negative
1.9954,159.731,negative
51.3869,214.806,negative
0.5867,221.858,negative
48.4033,180.765,negative
28.9887,177.865,negative
7.311,208.27,negative
12.2685,187.438,negative
29.572,253.907,negative
2.66,183.15,negative
39.4782,165.71,negative
2.9283,244.833,negative
2.2854,354.023,negative
14.118,214.365,negative
2.385,201.909,negative
5.672,249.962,negative
7.335,176.664,negative
2.0941,327.504,negative
10.781,168.825,negative
3.107,278.6,negative
16.921,178.179,negative
3.883,287.794,negative
31.836,126.678,negative
42.2302,225.413,negative
52.917,141.972,negative
8.654,120.157,negative
11.877,277.506,negative
1.8696,251.885,negative
3.0836,323.495,negative
14.317,148.681,negative
4.8249,236.921,negative
0.967,185.076,negative
7.553,154.431,negative
2.354,162.639,negative
86.1482,159.316,negative
12.806,122.853,negative
63.742,200.154,negative
1.3186,246.013,negative
1.2713,101.258,negative
0.296,209.665,negative
6.35,68.576,negative
17.935,173.668,negative
0.744,133.081,negative
10.943,230.79,negative
10.3698,156.416,negative
1.9107,251.432,negative
1.0406,310.643,negative
33.9455,67.7682,negative
0.804,297.083,negative
5.3161,146.092,negative
20.371,193.649,negative
8.7922,217.522,negative
4.111,204.962,negative
2.8484,290.619,negative
7.8252,246.013,negative
3.907,169.334,negative
3.515,218.452,negative
74.741,83.8268,negative
0.57,348.8,negative
8.5859,216.293,negative
15.1288,137.406,negative
0.885,234.302,negative
2.6944,177.51,negative
17.8697,190.221,negative
2.3965,131.908,negative
25.519,149.553,negative
28.493,90.5869,negative
11.4501,167.284,negative
3.3,222.019,negative
79.8933,250.736,negative
1.5585,247.374,negative
4.945,223.448,negative
88.7848,249.9,negative
52.7165,113.062,negative
16.8596,70.3124,negative
18.3101,114.177,negative
15.5478,158.086,negative
0.8339,281.992,negative
0.3837,278.092,negative
16.629,220.444,negative
72.975,63.1849,negative
85.181,279.873,negative
25.9332,57.7791,negative
0.206,264.562,negative
38.911,201.804,negative
67.106,199.65,negative
14.118,193.547,negative
4.199,222.614,negative
19.774,110.192,negative
2.6846,292.652,negative
14.7783,111.436,negative
6.557,160.117,negative
7.915,166.488,negative
39.3249,192.687,negative
8.3129,190.617,negative
3.511,217.867,negative
57.742,139.594,negative
3.6065,397.197,negative
49.935,166.977,negative
11.0947,168.621,negative
3.726,276.951,negative
28.328,44.6209,negative
14.539,233.384,negative
68.3213,164.001,negative
7.3704,178.285,negative
69.2522,251.288,negative
44.546,41.1766,negative
14.824,141.014,negative
63.0438,161.55,negative
18.8214,215.545,negative
11.241,282.424,negative
14.5626,162.682,negative
24.686,105.204,negative
23.9541,231.642,negative
27.0741,49.8535,negative
7.1943,217.903,negative
18.042,256.435,negative
42.99,228.885,negative
7.901,240.107,negative
4.257,291.301,negative
4.507,261.296,negative
4.1448,221.819,negative
24.5146,123.205,negative
17.1558,188.134,negative
33.2311,195.472,negative
64.5648,41.7459,negative
1.8427,127.831,negative
12.7129,245.401,negative
8.1224,100.281,negative
3.5809,272.935,negative
5.8241,252.06,negative
0.7026,292.331,negative
2.8697,278.854,negative
7.58,193.935,negative
1.8587,285.885,negative
51.967,223.162,negative
63.9075,59.0714,negative
3.3209,171.522,negative
4.3624,187.714,negative
4.732,174.755,negative
6.0893,194.539,negative
53.508,203.631,negative
11.539,217.455,negative
4.6955,209.999,negative
1.8823,246.867,negative
12.166,171.238,negative
0.171,173.469,negative
14.86,230.16,negative
3.413,177.897,negative
3.5942,179.801,negative
8.2676,303.32,negative
0.7194,344.483,negative
15.761,199.443,negative
11.296,150.092,negative
43.7444,126.727,negative
14.224,178.909,negative
37.747,50.5289,negative
17.0127,153.979,negative
5.0273,198.452,negative
88.1698,196.76,negative
9.761,116.668,negative
2.923,217.887,negative
50.002,40.2113,negative
14.885,192.704,negative
88.9179,35.8997,negative
20.048,166.382,negative
27.068,150.129,negative
23.618,112.406,negative
16.1837,189.373,negative
35.0126,203.238,negative
5.978,180.709,negative
3.491,137.576,negative
6.423,192.861,negative
0.58,301.103,negative
19.7462,161.263,negative
75.1791,61.9113,negative
19.811,171.58,negative
9.7115,207.967,negative
33.4231,179.11,negative
0.7045,197.527,negative
15.0767,148.192,negative
28.311,309.548,negative
7.1362,235.694,negative
3.934,302.076,negative
48.743,150.236,negative
2.8356,265.77,negative
13.117,209.617,negative
8.6072,191.846,negative
2.76,237.824,negative
0.919,272.79,negative
9.17,178.262,negative
0.583,202.273,negative
62.6769,169.559,negative
8.4788,194.487,negative
23.0716,207.755,negative
30.919,86.3622,negative
49.932,158.432,negative
0.3729,178.562,negative
2.3853,282.051,negative
8.641,290.53,negative
3.175,282.929,negative
1.8065,66.2045,negative
73.1435,95.1376,negative
58.055,86.6984,negative
51.5694,64.8137,negative
8.811,230.594,negative
8.6395,147.316,negative
4.015,84.1437,negative
20.2662,74.0516,negative
14.391,108.069,negative
88.1553,99.3337,negative
6.188,209.834,negative
5.947,284.09,negative
5.2328,189.281,negative
28.4342,183.704,negative
0.235,322.241,negative
10.873,168.774,negative
3.093,334.345,negative
6.7089,192.161,negative
0.026,197.906,negative
5.8093,191.805,negative
9.083,174.283,negative
6.1324,238.562,negative
8.7759,170.281,negative
10.7079,142.077,negative
45.184,48.2319,negative
52.427,168.203,negative
2.9513,344.101,negative
31.2675,161.149,negative
9.74,225.566,negative
23.932,130.555,negative
88.905,146.145,negative
1.571,310.779,negative
4.02,234.056,negative
2.029,108.509,negative
7.2801,241.654,negative
6.2607,184.729,negative
5.7286,247.395,negative
10.575,236.327,negative
0.9347,189.7,negative
55.95,62.714,negative
1.557,282.594,negative
87.5682,39.4097,negative
18.547,195.489,negative
9.038,164.211,negative
7.2759,204.873,negative
4.6358,258.177,negative
5.866,233.889,negative
4.588,195.439,negative
5.16,209.993,negative
3.791,149.6,negative
7.4165,169.469,negative
3.9266,201.262,negative
2.8559,236.44,negative
2.2699,316.733,negative
75.204,85.0246,negative
9.985,182.179,negative
88.4473,76.1243,negative
11.228,293.4,negative
8.705,217.791,negative
50.2398,191.73,negative
31.77,276.06,negative
0.7701,188.914,negative
6.399,163.225,negative
2.3504,242.97,negative
89.5806,101.73,negative
20.8422,144.111,negative
6.792,215.907,negative
16.54,188.322,negative
5.97,162.561,negative
19.2776,167.203,negative
0.833,283.924,negative
2.4152,158.046,negative
25.299,224.699,negative
35.6211,86.7946,negative
46.534,121.372,negative
84.8561,46.2057,negative
39.315,223.495,negative
1.451,163.677,negative
15.8311,194.105,negative
21.004,124.152,negative
25.78,179.214,negative
5.081,255.541,negative
8.699,139.522,negative
22.4899,95.3382,negative
0.899,333.398,negative
2.2668,232.346,negative
15.77,205.124,negative
6.9394,189.586,negative
12.5792,205.407,negative
8.3477,225.515,negative
6.142,312.559,negative
80.7261,105.113,negative
33.158,124.24,negative
17.293,164.067,negative
1.682,286.93,negative
2.877,277.696,negative
1.603,303.247,negative
2.3779,241.67,negative
4.7354,237.387,negative
29.77,147.703,negative
74.383,135.144,negative
0.8128,332.566,negative
22.533,170.77,negative
19.157,209.083,negative
13.9756,132.618,negative
2.596,270.252,negative
0.337,180.685,negative
5.471,87.105,negative
0.1985,180.874,negative
1.9538,148.773,negative
3.667,141.587,negative
10.2299,144.926,negative
2.463,279.904,negative
1.649,267.464,negative
47.4858,218.691,negative
23.33,237.548,negative
0.9188,256.883,negative
9.293,156.822,negative
31.9848,252.106,negative
14.345,147.302,negative
1.3953,206.647,negative
4.7435,160.021,negative
4.036,212.309,negative
40.3788,132.177,negative
11.393,131.527,negative
9.4765,184.061,negative
36.2739,253.426,negative
3.3695,310.772,negative
7.3195,194.164,negative
29.699,180.377,negative
30.0135,198.587,negative
6.1414,222.839,negative
1.221,217.515,negative
10.3002,230.14,negative
0.688,215.285,negative
30.0911,84.3675,negative
9.621,202.829,negative
2.516,199.098,negative
11.047,101.836,negative
12.848,191.587,negative
1.1808,129.7,negative
28.1582,126.679,negative
4.901,229.45,negative
13.5464,138.408,negative
1.3258,278.594,negative
30.62,86.363,negative
13.386,203.443,negative
17.598,215.221,negative
1.2832,242.224,negative
37.372,155.286,negative
4.6537,145.576,negative
0.8547,237.437,negative
2.4817,292.23,negative
0.656,250.51,negative
0.084,187.953,negative
47.437,211.013,negative
39.295,26.1913,negative
85.2559,42.3574,negative
27.748,161.055,negative
10.3494,128.784,negative
0.051,324.56,negative
11.14,134.47,negative
45.173,90.5686,negative
20.859,214.77,negative
11.0229,181.35,negative
14.648,197.026,negative
6.24,117.447,negative
2.057,203.563,negative
7.066,75.4619,negative
31.2545,162.424,negative
3.737,249.119,negative
39.56,100.069,negative
15.5531,171.573,negative
52.554,289.005,negative
7.3779,228.171,negative
1.4305,394.688,negative
58.441,193.479,negative
5.636,153.141,negative
25.176,145.734,negative
3.0993,257.882,negative
9.3331,217.983,negative
19.612,146.454,negative
8.449,160.781,negative
2.0088,335.855,negative
56.263,151.425,negative
27.2976,98.4951,negative
3.8104,181.119,negative
2.2062,250.141,negative
2.621,295.754,negative
65.6716,180.926,negative
82.9593,36.6531,negative
1.343,337.274,negative
15.923,135.989,negative
15.032,292.171,negative
4.26,291.819,negative
10.855,161.492,negative
62.5119,162.819,negative
42.79,130.556,negative
19.5164,201.838,negative
4.271,253.904,negative
2.377,273.673,negative
52.6161,172.188,negative
55.5722,41.5565,negative
1.8127,157.303,negative
6.718,271.972,negative
3.616,200.99,negative
2.545,254.654,negative
9.381,187.575,negative
3.062,323.242,negative
1.151,204.871,negative
67.012,178.043,negative
63.4783,125.519,negative
0.5486,244.195,negative
6.923,177.715,negative
6.4531,309.49,negative
13.9983,243.459,negative
89.0757,180.229,negative
69.3466,90.6994,negative
34.5962,71.3507,negative
6.667,251.063,negative
5.053,221.836,negative
44.6269,171.157,negative
13.143,136.463,negative
8.326,220.734,negative
48.71,252.451,negative
6.6945,265.905,negative
2.559,105.169,negative
1.8664,270.822,negative
13.6997,129.937,negative
1.7526,147.69,negative
82.2589,235.163,negative
2.625,167.099,negative
17.359,95.5684,negative
1.537,272.534,negative
5.97,167.543,negative
24.6893,195.077,negative
3.7956,322.178,negative
29.921,127.18,negative
20.1117,187.785,negative
12.773,161.359,negative
6.139,170.939,negative
7.5688,244.516,negative
16.5079,159.443,negative
13.056,201.203,negative
39.3565,136.953,negative
0.202,76.778,negative
49.3005,199.453,negative
19.152,181.369,negative
13.8802,103.733,negative
0.35,241.141,negative
25.1926,144.309,negative
16.385,249.641,negative
2.314,179.632,negative
12.3377,174.788,negative
24.1245,209.343,negative
7.5607,184.87,negative
8.1352,236.282,negative
10.3354,226.381,negative
3.0719,252.53,negative
5.709,222.205,negative
12.358,81.6967,negative
19.286,176.973,negative
0.288,159.466,negative
2.7131,291.018,negative
48.6381,179.829,negative
68.7784,109.814,negative
1.352,293.871,negative
2.976,250.944,negative
3.613,277.362,negative
0.9246,257.442,negative
30.8412,108.532,negative
3.056,213.216,negative
48.8519,136.52,negative
0.9761,236.924,negative
5.806,276.059,negative
0.3159,158.98,negative
43.404,165.73,negative
48.4705,199.836,negative
7.4614,217.693,negative
12.8928,109.644,negative
20.828,184.564,negative
2.9483,171.724,negative
83.1626,207.849,negative
89.3153,98.6568,negative
10.6662,233.857,negative
3.131,302.937,negative
41.4167,139.167,negative
84.7342,29.2971,negative
0.4795,269.401,negative
10.796,134.341,negative
8.4598,224.207,negative
42.6266,181.747,negative
7.7055,193.761,negative
4.3296,296.273,negative
3.715,147.221,negative
4.4256,252.271,negative
87.5655,239.845,negative
1.555,318.123,negative
25.381,123.864,negative
40.24,165.646,negative
0.9822,257.778,negative
14.769,157.267,negative
2.729,354.769,negative
3.915,350.357,negative
0.6946,248.606,negative
2.818,233.032,negative
0.251,90.8107,negative
5.6556,246.649,negative
76.074,70.1664,negative
0.972,248.741,negative
6.665,208.486,negative
64.813,40.4925,negative
4.046,283.586,negative
6.879,136.742,negative
26.8207,233.855,negative
0.964,389.622,negative
0.9256,198.753,negative
37.794,150.647,negative
16.1003,71.1814,negative
22.9248,176.229,negative
11.067,199.09,negative
6.7081,95.8627,negative
83.3102,178.04,negative
89.274,105.214,negative
1.004,376.456,negative
12.823,253.828,negative
5.2634,303.1,negative
40.871,240.006,negative
10.789,109.694,negative
12.536,209.752,negative
26.9872,111.085,negative
1.805,358.874,negative
8.5072,166.723,negative
54.3161,118.43,negative
29.838,177.742,negative
1.203,92.325,negative
9.4668,195.439,negative
4.5847,172.097,negative
17.1627,211.915,negative
23.2975,129.135,negative
45.987,230.496,negative
1.003,225.335,negative
9.374,227.728,negative
6.5364,267.672,negative
22.81,240.302,negative
16.4569,168.167,negative
74.454,84.4143,negative
3.555,322.599,negative
4.7267,178.594,negative
2.3411,106.219,negative
2.12,208.017,negative
5.714,226.106,negative
19.9613,135.65,negative
12.408,243.147,negative
26.125,58.7034,negative
8.436,180.758,negative
7.7639,74.3655,negative
31.6802,120.918,negative
58.4662,161.691,negative
2.3478,236.135,negative
16.826,163.037,negative
63.511,50.8947,negative
3.902,260.161,negative
29.21,119.751,negative
43.154,106.084,negative
