At9,Class
31.475,negative
46.6564,negative
5.0326,negative
25.186,negative
27.469,negative
0.2694,negative
5.059,negative
79.7296,negative
75.0703,negative
65.912,negative
3.408,negative
21.9356,negative
17.2551,negative
7.7603,negative
48.901,negative
52.36,negative
18.4308,negative
1.839,negative
76.584,negative
70.87,negative
0.059,negative
4.834,negative
8.293,negative
5.2231,negative
2.995,negative
5.787,negative
2.423,negative
13.341,negative
79.5884,negative
66.851,negative
7.022,negative
67.617,negative
2.642,negative
24.588,negative
43.7063,negative
35.16,negative
25.312,negative
12.857,negative
9.3046,negative
3.1439,negative
10.6855,negative
22.2335,negative
4.9318,negative
81.3693,negative
1.825,negative
6.251,negative
4.9835,negative
18.85,negative
9.9252,negative
0.8864,negative
2.154,negative
0.7458,negative
4.591,negative
26.089,negative
3.828,negative
6.0857,negative
10.3535,negative
1.5532,negative
9.6888,negative
64.378,negative
4.228,negative
9.239,negative
13.5688,negative
7.47,negative
8.826,negative
1.003,negative
0.6755,negative
27.087,negative
11.3741,negative
2.903,negative
7.437,negative
49.5995,negative
5.861,negative
12.037,negative
59.9787,negative
11.7935,negative
65.0289,negative
19.158,negative
20.0742,negative
20.2901,negative
41.436,negative
19.3908,negative
9.235,negative
6.4053,negative
36.3005,negative
58.019,negative
0.4688,negative
13.815,negative
1.92,negative
27.0943,negative
8.58,negative
2.533,negative
3.2503,negative
6.862,negative
45.014,negative
3.5066,negative
20.2701,negative
16.244,negative
3.5745,negative
3.4604,negative
22.856,negative
32.4811,negative
20.162,negative
6.382,negative
2.7907,negative
24.791,negative
85.8793,negative
40.2357,negative
1.9947,negative
3.045,negative
0.5105,negative
89.4859,negative
2.071,negative
7.61,negative
34.4105,negative
85.7558,negative
47.741,negative
9.986,negative
0.4852,negative
49.8198,negative
3.237,negative
10.152,negative
13.369,negative
8.435,negative
4.549,negative
42.836,negative
11.8286,negative
7.556,negative
10.1152,negative
4.5729,negative
35.4229,negative
3.7316,negative
1.646,negative
7.695,negative
23.2359,negative
5.5984,negative
6.1642,negative
67.7603,negative
32.635,negative
7.9798,negative
79.392,negative
2.425,negative
1.5868,negative
42.1949,negative
64.773,negative
1.125,negative
0.1561,negative
57.878,negative
31.828,negative
9.4002,negative
3.103,negative
19.423,negative
6.5895,negative
23.202,negative
5.8385,negative
9.6868,negative
14.1372,negative
26.551,negative
3.436,negative
0.583,negative
71.9926,negative
4.655,negative
48.7888,negative
0.2422,negative
17.4491,negative
4.5743,negative
19.6618,negative
5.061,negative
3.777,negative
7.195,negative
1.915,negative
20.337,negative
15.5424,negative
11.114,negative
16.2846,negative
13.7183,negative
1.305,negative
3.5519,negative
1.128,negative
0.912,negative
7.671,negative
29.4058,negative
5.0985,negative
1.822,negative
79.647,negative
17.981,negative
56.071,negative
21.937,negative
26.6964,negative
7.4018,negative
6.5938,negative
3.625,negative
3.4297,negative
20.889,negative
5.648,negative
27.5018,negative
5.253,negative
10.826,negative
26.524,negative
2.861,negative
24.4731,negative
24.993,negative
0.0086,negative
17.9567,negative
0.667,negative
0.334,negative
4.3842,negative
11.066,negative
7.8896,negative
10.326,negative
44.4218,negative
48.2051,negative
53.202,negative
1.0638,negative
0.651,negative
0.0597,negative
7.2,negative
5.801,negative
4.348,negative
5.13,negative
7.055,negative
37.992,negative
12.355,negative
70.0002,negative
12.5848,negative
55.3074,negative
8.817,negative
19.1785,negative
6.809,negative
0.8126,negative
3.622,negative
19.31,negative
8.582,negative
6.664,negative
5.0145,negative
12.9105,negative
43.216,negative
1.943,negative
0.1579,negative
4.335,negative
8.8679,negative
3.009,negative
33.191,negative
17.0032,negative
3.634,negative
9.4078,negative
6.285,negative
0.334,negative
16.5347,negative
56.916,negative
39.3447,negative
5.717,negative
11.7406,negative
8.8996,negative
2.531,negative
3.465,negative
21.124,negative
0.337,negative
8.974,negative
18.3145,negative
8.474,negative
45.363,negative
3.278,negative
11.186,negative
2.871,negative
40.5831,negative
22.5916,negative
5.1312,negative
8.538,negative
15.9615,negative
0.5477,negative
37.923,negative
8.8998,negative
66.57,negative
15.491,negative
0.314,negative
76.3946,negative
45.8523,negative
33.39,negative
1.8622,negative
8.536,negative
9.021,negative
8.686,negative
11.1759,negative
6.737,negative
0.813,negative
0.8106,negative
0.455,negative
54.1674,negative
8.714,negative
15.3,negative
67.376,negative
4.8815,negative
7.891,negative
51.74,negative
7.1305,negative
4.734,negative
33.7832,negative
19.892,negative
20.4432,negative
1.6997,negative
26.3364,negative
7.5527,negative
1.4848,negative
5.105,negative
15.377,negative
0.0449,negative
53.831,negative
16.6887,negative
2.605,negative
81.6802,negative
26.9047,negative
1.652,negative
1.9954,negative
51.3869,negative
0.5867,negative
48.4033,negative
28.9887,negative
7.311,negative
12.2685,negative
29.572,negative
2.66,negative
39.4782,negative
2.9283,negative
2.2854,negative
14.118,negative
2.385,negative
5.672,negative
7.335,negative
2.0941,negative
10.781,negative
3.107,negative
16.921,negative
3.883,negative
31.836,negative
42.2302,negative
52.917,negative
8.654,negative
11.877,negative
1.8696,negative
3.0836,negative
14.317,negative
4.8249,negative
0.967,negative
7.553,negative
2.354,negative
86.1482,negative
12.806,negative
63.742,negative
1.3186,negative
1.2713,negative
0.296,negative
6.35,negative
17.935,negative
0.744,negative
10.943,negative
10.3698,negative
1.9107,negative
1.0406,negative
33.9455,negative
0.804,negative
5.3161,negative
20.371,negative
8.7922,negative
4.111,negative
2.8484,negative
7.8252,negative
3.907,negative
3.515,negative
74.741,negative
0.57,negative
8.5859,negative
15.1288,negative
0.885,negative
2.6944,negative
17.8697,negative
2.3965,negative
25.519,negative
28.493,negative
11.4501,negative
3.3,negative
79.8933,negative
1.5585,negative
4.945,negative
88.7848,negative
52.7165,negative
16.8596,negative
18.3101,negative
15.5478,negative
0.8339,negative
0.3837,negative
16.629,negative
72.975,negative
85.181,negative
25.9332,negative
0.206,negative
38.911,negative
67.106,negative
14.118,negative
4.199,negative
19.774,negative
2.6846,negative
14.7783,negative
6.557,negative
7.915,negative
39.3249,negative
8.3129,negative
3.511,negative
57.742,negative
3.6065,negative
49.935,negative
11.0947,negative
3.726,negative
28.328,negative
14.539,negative
68.3213,negative
7.3704,negative
69.2522,negative
44.546,negative
14.824,negative
63.0438,negative
18.8214,negative
11.241,negative
14.5626,negative
24.686,negative
23.9541,negative
27.0741,negative
7.1943,negative
18.042,negative
42.99,negative
7.901,negative
4.257,negative
4.507,negative
4.1448,negative
24.5146,negative
17.1558,negative
33.2311,negative
64.5648,negative
1.8427,negative
12.7129,negative
8.1224,negative
3.5809,negative
5.8241,negative
0.7026,negative
2.8697,negative
7.58,negative
1.8587,negative
51.967,negative
63.9075,negative
3.3209,negative
4.3624,negative
4.732,negative
6.0893,negative
53.508,negative
11.539,negative
4.6955,negative
1.8823,negative
12.166,negative
0.171,negative
14.86,negative
3.413,negative
3.5942,negative
8.2676,negative
0.7194,negative
15.761,negative
11.296,negative
43.7444,negative
14.224,negative
37.747,negative
17.0127,negative
5.0273,negative
88.1698,negative
9.761,negative
2.923,negative
50.002,negative
14.885,negative
88.9179,negative
20.048,negative
27.068,negative
23.618,negative
16.1837,negative
35.0126,negative
5.978,negative
3.491,negative
6.423,negative
0.58,negative
19.7462,negative
75.1791,negative
19.811,negative
9.7115,negative
33.4231,negative
0.7045,negative
15.0767,negative
28.311,negative
7.1362,negative
3.934,negative
48.743,negative
2.8356,negative
13.117,negative
8.6072,negative
2.76,negative
0.919,negative
9.17,negative
0.583,negative
62.6769,negative
8.4788,negative
23.0716,negative
30.919,negative
49.932,negative
0.3729,negative
2.3853,negative
8.641,negative
3.175,negative
1.8065,negative
73.1435,negative
58.055,negative
51.5694,negative
8.811,negative
8.6395,negative
4.015,negative
20.2662,negative
14.391,negative
88.1553,negative
6.188,negative
5.947,negative
5.2328,negative
28.4342,negative
0.235,negative
10.873,negative
3.093,negative
6.7089,negative
0.026,negative
5.8093,negative
9.083,negative
6.1324,negative
8.7759,negative
10.7079,negative
45.184,negative
52.427,negative
2.9513,negative
31.2675,negative
9.74,negative
23.932,negative
88.905,negative
1.571,negative
4.02,negative
2.029,negative
7.2801,negative
6.2607,negative
5.7286,negative
10.575,negative
0.9347,negative
55.95,negative
1.557,negative
87.5682,negative
18.547,negative
9.038,negative
7.2759,negative
4.6358,negative
5.866,negative
4.588,negative
5.16,negative
3.791,negative
7.4165,negative
3.9266,negative
2.8559,negative
2.2699,negative
75.204,negative
9.985,negative
88.4473,negative
11.228,negative
8.705,negative
50.2398,negative
31.77,negative
0.7701,negative
6.399,negative
2.3504,negative
89.5806,negative
20.8422,negative
6.792,negative
16.54,negative
5.97,negative
19.2776,negative
0.833,negative
2.4152,negative
25.299,negative
35.6211,negative
46.534,negative
84.8561,negative
39.315,negative
1.451,negative
15.8311,negative
21.004,negative
25.78,negative
5.081,negative
8.699,negative
22.4899,negative
0.899,negative
2.2668,negative
15.77,negative
6.9394,negative
12.5792,negative
8.3477,negative
6.142,negative
80.7261,negative
33.158,negative
17.293,negative
1.682,negative
2.877,negative
1.603,negative
2.3779,negative
4.7354,negative
29.77,negative
74.383,negative
0.8128,negative
22.533,negative
19.157,negative
13.9756,negative
2.596,negative
0.337,negative
5.471,negative
0.1985,negative
1.9538,negative
3.667,negative
10.2299,negative
2.463,negative
1.649,negative
47.4858,negative
23.33,negative
0.9188,negative
9.293,negative
31.9848,negative
14.345,negative
1.3953,negative
4.7435,negative
4.036,negative
40.3788,negative
11.393,negative
9.4765,negative
36.2739,negative
3.3695,negative
7.3195,negative
29.699,negative
30.0135,negative
6.1414,negative
1.221,negative
10.3002,negative
0.688,negative
30.0911,negative
9.621,negative
2.516,negative
11.047,negative
12.848,negative
1.1808,negative
28.1582,negative
4.901,negative
13.5464,negative
1.3258,negative
30.62,negative
13.386,negative
17.598,negative
1.2832,negative
37.372,negative
4.6537,negative
0.8547,negative
2.4817,negative
0.656,negative
0.084,negative
47.437,negative
39.295,negative
85.2559,negative
27.748,negative
10.3494,negative
0.051,negative
11.14,negative
45.173,negative
20.859,negative
11.0229,negative
14.648,negative
6.24,negative
2.057,negative
7.066,negative
31.2545,negative
3.737,negative
39.56,negative
15.5531,negative
52.554,negative
7.3779,negative
1.4305,negative
58.441,negative
5.636,negative
25.176,negative
3.0993,negative
9.3331,negative
19.612,negative
8.449,negative
2.0088,negative
56.263,negative
27.2976,negative
3.8104,negative
2.2062,negative
2.621,negative
65.6716,negative
82.9593,negative
1.343,negative
15.923,negative
15.032,negative
4.26,negative
10.855,negative
62.5119,negative
42.79,negative
19.5164,negative
4.271,negative
2.377,negative
52.6161,negative
55.5722,negative
1.8127,negative
6.718,negative
3.616,negative
2.545,negative
9.381,negative
3.062,negative
1.151,negative
67.012,negative
63.4783,negative
0.5486,negative
6.923,negative
6.4531,negative
13.9983,negative
89.0757,negative
69.3466,negative
34.5962,negative
6.667,negative
5.053,negative
44.6269,negative
13.143,negative
8.326,negative
48.71,negative
6.6945,negative
2.559,negative
1.8664,negative
13.6997,negative
1.7526,negative
82.2589,negative
2.625,negative
17.359,negative
1.537,negative
5.97,negative
24.6893,negative
3.7956,negative
29.921,negative
20.1117,negative
12.773,negative
6.139,negative
7.5688,negative
16.5079,negative
13.056,negative
39.3565,negative
0.202,negative
49.3005,negative
19.152,negative
13.8802,negative
0.35,negative
25.1926,negative
16.385,negative
2.314,negative
12.3377,negative
24.1245,negative
7.5607,negative
8.1352,negative
10.3354,negative
3.0719,negative
5.709,negative
12.358,negative
19.286,negative
0.288,negative
2.7131,negative
48.6381,negative
68.7784,negative
1.352,negative
2.976,negative
3.613,negative
0.9246,negative
30.8412,negative
3.056,negative
48.8519,negative
0.9761,negative
5.806,negative
0.3159,negative
43.404,negative
48.4705,negative
7.4614,negative
12.8928,negative
20.828,negative
2.9483,negative
83.1626,negative
89.3153,negative
10.6662,negative
3.131,negative
41.4167,negative
84.7342,negative
0.4795,negative
10.796,negative
8.4598,negative
42.6266,negative
7.7055,negative
4.3296,negative
3.715,negative
4.4256,negative
87.5655,negative
1.555,negative
25.381,negative
40.24,negative
0.9822,negative
14.769,negative
2.729,negative
3.915,negative
0.6946,negative
2.818,negative
0.251,negative
5.6556,negative
76.074,negative
0.972,negative
6.665,negative
64.813,negative
4.046,negative
6.879,negative
26.8207,negative
0.964,negative
0.9256,negative
37.794,negative
16.1003,negative
22.9248,negative
11.067,negative
6.7081,negative
83.3102,negative
89.274,negative
1.004,negative
12.823,negative
5.2634,negative
40.871,negative
10.789,negative
12.536,negative
26.9872,negative
1.805,negative
8.5072,negative
54.3161,negative
29.838,negative
1.203,negative
9.4668,negative
4.5847,negative
17.1627,negative
23.2975,negative
45.987,negative
1.003,negative
9.374,negative
6.5364,negative
22.81,negative
16.4569,negative
74.454,negative
3.555,negative
4.7267,negative
2.3411,negative
2.12,negative
5.714,negative
19.9613,negative
12.408,negative
26.125,negative
8.436,negative
7.7639,negative
31.6802,negative
58.4662,negative
2.3478,negative
16.826,negative
63.511,negative
3.902,negative
29.21,negative
43.154,negative
44.111,negative
2.1688,negative
87.2895,negative
9.77,negative
21.355,negative
16.6009,negative
3.3457,negative
17.7064,negative
1.154,negative
12.9575,negative
36.6026,negative
26.8614,negative
6.373,negative
4.181,negative
2.915,negative
0.374,negative
18.8663,negative
31.791,negative
19.099,negative
2.042,negative
33.818,negative
2.541,negative
1.612,negative
3.185,negative
20.917,negative
0.6497,negative
0.087,negative
5.069,negative
4.721,negative
2.8883,negative
4.7719,negative
11.932,negative
86.8054,negative
21.012,negative
3.9848,negative
21.068,negative
5.911,negative
17.5809,negative
43.1325,positive
71.6379,positive
57.052,positive
22.4196,positive
9.6688,positive
66.1716,positive
49.1373,positive
51.287,positive
85.7234,positive
75.056,positive
24.717,positive
51.5742,positive
83.6406,positive
22.611,positive
76.8029,positive
32.984,positive
7.2252,positive
22.9822,positive
6.0072,positive
24.7377,positive
13.8145,positive
38.7149,positive
79.928,positive
9.461,positive
12.037,positive
7.1129,positive
62.053,positive
42.8955,positive
39.5605,positive
50.4377,positive
43.3322,positive
12.6183,positive
51.3673,positive
51.5765,positive
29.2578,positive
23.7001,positive
86.9934,positive
50.191,positive
19.2345,positive
38.354,positive
35.4654,positive
46.2067,positive
53.0922,positive
