Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Night_Calls,Intl_Mins,Intl_Charge,CustServ_Calls,Class
238.8,40.6,230,19.55,66,13.2,3.56,1,negative
182.1,30.96,213.6,18.16,108,13.4,3.62,2,negative
139.6,23.73,332.8,28.29,105,8.8,2.38,2,negative
200.3,34.05,253.6,21.56,93,10.2,2.75,0,negative
153.5,26.1,251.7,21.39,99,8.5,2.3,1,negative
128.2,21.79,171.7,14.59,114,11.7,3.16,3,negative
159.5,27.12,202.3,17.2,96,16.7,4.51,2,negative
226.4,38.49,276.8,23.53,82,12.3,3.32,3,positive
251.9,42.82,194.6,16.54,87,8.4,2.27,2,negative
264.5,44.97,194,16.49,111,7.5,2.03,2,positive
153.7,26.13,188.6,16.03,95,10.7,2.89,0,negative
232.1,39.46,210.8,17.92,87,15,4.05,5,negative
201.9,34.32,212.3,18.05,98,7.8,2.11,1,negative
186.9,31.77,182.6,15.52,90,4.2,1.13,1,negative
196.6,33.42,180.6,15.35,83,6.6,1.78,1,negative
232.1,39.46,168.2,14.3,120,9.9,2.67,1,negative
166,28.22,74.6,6.34,74,6.3,1.7,0,negative
200.6,34.1,164.1,13.95,153,2.5,0.68,1,negative
141,23.97,212,18.02,138,4.9,1.32,3,negative
245,41.65,216.9,18.44,125,7.5,2.03,0,negative
140.8,23.94,228.6,19.43,88,10.9,2.94,1,negative
255.1,43.37,266.9,22.69,118,8.8,2.38,3,positive
125,21.25,235.3,20,95,10.2,2.75,2,negative
180.6,30.7,280.4,23.83,105,5,1.35,1,negative
248.7,42.28,172.3,14.65,87,11.3,3.05,1,positive
178.1,30.28,236.7,20.12,118,8.4,2.27,0,negative
122.2,20.77,131.7,11.19,106,10.3,2.78,5,positive
231.3,39.32,224.7,19.1,69,7.2,1.94,1,negative
111.2,18.9,122.1,10.38,85,12.6,3.4,3,negative
103.2,17.54,236.3,20.09,101,11.9,3.21,0,positive
138.4,23.53,158.9,13.51,73,3.9,1.05,4,positive
146.3,24.87,216.6,18.41,82,11.5,3.11,0,negative
206.3,35.07,241.1,20.49,102,11.7,3.16,0,negative
132,22.44,279.6,23.77,74,13.5,3.65,0,negative
274.6,46.68,161.1,13.69,123,9.2,2.48,2,negative
185.3,31.5,225.3,19.15,93,11.7,3.16,0,negative
154.8,26.32,177.2,15.06,102,9,2.43,1,negative
179.2,30.46,283.2,24.07,77,14.7,3.97,1,negative
286.2,48.65,187.2,15.91,114,11,2.97,2,positive
268,45.56,153.6,13.06,65,17,4.59,3,negative
137.5,23.38,198.1,16.84,131,13.3,3.59,2,negative
243,41.31,191.8,16.3,93,13.4,3.62,2,negative
134.9,22.93,221.5,18.83,118,15,4.05,1,negative
234.2,39.81,216.7,18.42,122,13.9,3.75,1,negative
175.1,29.77,171.9,14.61,94,7.3,1.97,1,negative
142.2,24.17,262.4,22.3,99,10.1,2.73,1,negative
132.4,22.51,200.3,17.03,103,6,1.62,2,negative
97.8,16.63,207.2,17.61,126,5.9,1.59,0,negative
266.9,45.37,229.7,19.52,99,11,2.97,3,positive
155.2,26.38,268.3,22.81,71,9.7,2.62,3,negative
200.2,34.03,244.9,20.82,96,8.8,2.38,1,negative
289.1,49.15,233.8,19.87,148,12.7,3.43,2,positive
198.4,33.73,249.5,21.21,115,10.5,2.84,1,negative
180.3,30.65,208,17.68,101,12.8,3.46,2,negative
86.3,14.67,238.7,20.29,79,12.5,3.38,2,negative
295,50.15,223.6,19.01,109,12.9,3.48,2,positive
240.9,40.95,167.4,14.23,109,14.7,3.97,3,negative
207.7,35.31,217.5,18.49,111,8,2.16,1,negative
128.5,21.85,163.7,13.91,121,0,0,1,negative
224.4,38.15,146,12.41,98,8.8,2.38,1,negative
164.9,28.03,126.5,10.75,125,10,2.7,2,negative
238,40.46,164.5,13.98,132,10.6,2.86,2,negative
231,39.27,222.3,18.9,105,8.3,2.24,2,negative
107.3,18.24,238.2,20.25,116,10,2.7,4,positive
185,31.45,182.5,15.51,92,5.1,1.38,1,negative
244.1,41.5,203.4,17.29,115,7.7,2.08,3,negative
238.4,40.53,246.5,20.95,117,12.4,3.35,3,negative
141.1,23.99,224.7,19.1,122,13.2,3.56,1,negative
158.1,26.88,115.2,9.79,92,11.8,3.19,0,negative
220.1,37.42,222.2,18.89,96,13.1,3.54,0,negative
199.5,33.92,135,11.48,49,10.9,2.94,4,positive
109.5,18.62,286.1,24.32,113,4.9,1.32,1,negative
187.2,31.82,114.7,9.75,83,13.2,3.56,1,negative
107.9,18.34,187,15.9,95,0,0,0,negative
172.1,29.26,223.6,19.01,94,13.9,3.75,1,positive
203.8,34.65,87.8,7.46,122,11.7,3.16,1,negative
160,27.2,215.3,18.3,87,9.1,2.46,0,negative
51.1,8.69,208.6,17.73,92,12.3,3.32,1,negative
227.7,38.71,170,14.45,57,11.7,3.16,1,negative
203.8,34.65,205.1,17.43,109,9,2.43,1,negative
241.7,41.09,165.8,14.09,80,11.3,3.05,1,negative
78.1,13.28,239.3,20.34,112,12.3,3.32,1,negative
187.8,31.93,149.2,12.68,113,11,2.97,2,negative
127.1,21.61,228.3,19.41,108,7.1,1.92,1,negative
280,47.6,202.2,17.19,103,10.4,2.81,0,positive
153.2,26.04,210.8,17.92,100,7.8,2.11,1,negative
137.1,23.31,155.7,13.23,94,11.5,3.11,2,negative
186.1,31.64,198.6,16.88,80,13.8,3.73,4,positive
224.1,38.1,238.8,20.3,86,11.5,3.11,2,negative
83.6,14.21,203.9,17.33,73,8.1,2.19,1,negative
203.9,34.66,234,19.89,65,17.8,4.81,4,negative
211.3,35.92,165.7,14.08,72,13.3,3.59,1,negative
219.4,37.3,225.7,19.18,95,12,3.24,4,negative
190.4,32.37,92,7.82,108,13.6,3.67,2,negative
147.7,25.11,283.3,24.08,124,6.9,1.86,2,negative
229.9,39.08,144.4,12.27,110,14.2,3.83,2,negative
102.8,17.48,143.7,12.21,97,10,2.7,1,negative
178.7,30.38,233.7,19.86,120,9.1,2.46,1,negative
148.5,25.25,114.5,9.73,98,6.5,1.76,0,negative
164.1,27.9,219.1,18.62,108,12.3,3.32,0,negative
197.2,33.52,188.5,16.02,94,7.8,2.11,1,negative
124.9,21.23,300.5,25.54,106,11.6,3.13,2,negative
115.4,19.62,209.9,17.84,112,15.9,4.29,3,negative
140,23.8,196.4,16.69,133,9.7,2.62,4,positive
193.9,32.96,85,7.23,134,13.2,3.56,3,negative
321.1,54.59,265.5,22.57,72,11.5,3.11,4,positive
118.4,20.13,249.3,21.19,56,13.6,3.67,5,positive
169.8,28.87,197.7,16.8,82,11.6,3.13,1,negative
193.4,32.88,116.9,9.94,109,9.3,2.51,2,negative
106.6,18.12,284.8,24.21,92,14.9,4.02,1,negative
134.7,22.9,189.7,16.12,128,11.8,3.19,2,negative
156.2,26.55,215.5,18.32,83,9.9,2.67,2,negative
231.1,39.29,153.4,13.04,123,9.6,2.59,3,negative
180.8,30.74,288.8,24.55,91,14.1,3.81,2,negative
213.8,36.35,159.6,13.57,137,5,1.35,2,negative
234.4,39.85,265.9,22.6,77,13.7,3.7,0,negative
